depth	min	max	median	mean
0	-46	932	328	353
0.1	35	1000	411	435
0.2	117	1080	494	517
0.3	198	1165	577	598
0.4	279	1229	658	680
0.5	361	1313	740	762
0.6	442	1407	823	843
0.7	524	1501	904	925
0.8	605	1595	988	1007
0.9	687	1690	1074	1088
1	769	1779	1156	1170
1.1	851	1873	1239	1251
1.2	933	1971	1328	1333
1.3	1014	2066	1418	1415
1.4	1095	2161	1501	1496
1.5	1176	2243	1582	1578
1.6	1257	2342	1668	1660
1.7	1338	2443	1749	1741
1.8	1420	2537	1828	1823
1.9	1501	2633	1906	1905
2	1582	2732	1985	1986
2.1	1664	2830	2067	2068
2.2	1745	2928	2145	2149
2.3	1826	3028	2218	2231
2.4	1908	3130	2294	2313
2.5	1989	3232	2372	2394
2.6	2071	3334	2449	2476
2.7	2152	3435	2524	2558
2.8	2234	3537	2597	2639
2.9	2315	3639	2671	2721
3	2396	3740	2749	2803
3.1	2478	3842	2831	2884
3.2	2559	3944	2911	2966
3.3	2641	4044	2986	3047
3.4	2722	4144	3058	3129
3.5	2804	4246	3139	3211
3.6	2886	4348	3220	3292
3.7	2968	4450	3296	3374
3.8	3050	4552	3372	3456
3.9	3131	4654	3451	3537
4	3213	4757	3524	3619
4.1	3295	4859	3602	3701
4.2	3373	4959	3679	3782
4.3	3450	5058	3749	3864
4.4	3526	5159	3825	3945
4.5	3602	5259	3904	4027
4.6	3683	5359	3985	4109
4.7	3763	5459	4061	4190
4.8	3844	5559	4136	4272
4.9	3920	5660	4211	4354
5	3989	5758	4286	4435
5.1	4007	5766	4299	4446
5.2	4025	5772	4309	4456
5.3	4040	5778	4316	4466
5.4	4057	5784	4330	4477
5.5	4073	5790	4338	4487
5.6	4088	5797	4350	4497
5.7	4105	5803	4359	4508
5.8	4120	5809	4366	4518
5.9	4135	5815	4372	4528
6	4149	5821	4383	4539
6.1	4162	5826	4393	4549
6.2	4175	5832	4406	4560
6.3	4184	5839	4419	4570
6.4	4198	5846	4431	4580
6.5	4208	5854	4443	4591
6.6	4214	5862	4455	4601
6.7	4222	5870	4469	4611
6.8	4233	5878	4482	4622
6.9	4241	5883	4493	4632
7	4249	5888	4505	4642
7.1	4256	5893	4515	4653
7.2	4260	5898	4527	4663
7.3	4266	5903	4536	4674
7.4	4272	5912	4545	4684
7.5	4276	5924	4556	4694
7.6	4284	5937	4566	4705
7.7	4292	5949	4580	4715
7.8	4297	5962	4592	4725
7.9	4303	5974	4603	4736
8	4307	5983	4612	4746
8.1	4311	5994	4623	4756
8.2	4316	6005	4633	4767
8.3	4321	6016	4643	4777
8.4	4326	6023	4655	4788
8.5	4331	6030	4667	4798
8.6	4336	6038	4678	4808
8.7	4341	6048	4688	4819
8.8	4344	6057	4700	4829
8.9	4349	6065	4715	4839
9	4357	6073	4722	4850
9.1	4362	6080	4736	4860
9.2	4366	6088	4746	4870
9.3	4370	6095	4761	4881
9.4	4373	6103	4773	4891
9.5	4377	6111	4787	4901
9.6	4382	6120	4798	4912
9.7	4387	6130	4807	4922
9.8	4391	6139	4819	4933
9.9	4395	6150	4829	4943
10	4399	6160	4840	4953
10.1	4410	6168	4850	4963
10.2	4416	6179	4859	4973
10.3	4430	6192	4867	4983
10.4	4443	6204	4875	4993
10.5	4462	6217	4883	5002
10.6	4473	6229	4892	5012
10.7	4481	6240	4897	5022
10.8	4489	6254	4903	5032
10.9	4497	6268	4911	5042
11	4507	6279	4923	5051
11.1	4514	6287	4934	5061
11.2	4520	6297	4941	5071
11.3	4526	6309	4950	5081
11.4	4533	6323	4961	5091
11.5	4544	6336	4972	5101
11.6	4554	6345	4981	5110
11.7	4560	6354	4995	5120
11.8	4568	6364	5007	5130
11.9	4585	6375	5018	5140
12	4604	6387	5029	5150
12.1	4621	6396	5039	5159
12.2	4626	6401	5051	5169
12.3	4629	6411	5061	5179
12.4	4633	6424	5073	5189
12.5	4638	6437	5083	5199
12.6	4644	6450	5091	5209
12.7	4649	6464	5102	5218
12.8	4653	6477	5114	5228
12.9	4657	6491	5123	5238
13	4661	6505	5135	5248
13.1	4665	6519	5146	5258
13.2	4669	6528	5158	5267
13.3	4673	6537	5167	5277
13.4	4677	6547	5177	5287
13.5	4684	6561	5188	5297
13.6	4688	6575	5198	5307
13.7	4692	6591	5212	5317
13.8	4696	6603	5225	5326
13.9	4702	6613	5237	5336
14	4708	6621	5247	5346
14.1	4715	6629	5261	5356
14.2	4721	6638	5273	5366
14.3	4726	6649	5284	5375
14.4	4729	6663	5298	5385
14.5	4732	6675	5313	5395
14.6	4735	6686	5321	5405
14.7	4740	6694	5332	5415
14.8	4746	6704	5344	5425
14.9	4750	6715	5356	5434
15	4754	6726	5365	5444
