depth	min	max	median	mean
0	554	3919	3004	2845
0.1	623	3920	3023	2868
0.2	691	3922	3043	2891
0.3	760	3925	3062	2914
0.4	829	3929	3084	2937
0.5	897	3930	3102	2960
0.6	966	3932	3122	2983
0.7	1034	3933	3145	3006
0.8	1103	3937	3165	3029
0.9	1171	3942	3182	3052
1	1229	3947	3203	3075
1.1	1302	3952	3226	3098
1.2	1375	3958	3246	3121
1.3	1441	3963	3267	3144
1.4	1508	3969	3288	3167
1.5	1575	3974	3310	3191
1.6	1641	3980	3328	3214
1.7	1708	3983	3347	3237
1.8	1776	3990	3366	3260
1.9	1845	3993	3385	3283
2	1908	3998	3403	3306
2.1	1975	4004	3423	3329
2.2	2041	4008	3445	3352
2.3	2108	4012	3466	3375
2.4	2174	4017	3489	3398
2.5	2226	4024	3511	3421
2.6	2287	4029	3531	3444
2.7	2355	4034	3551	3467
2.8	2421	4041	3569	3490
2.9	2481	4046	3592	3513
3	2538	4056	3611	3536
3.1	2596	4064	3634	3559
3.2	2664	4072	3653	3582
3.3	2732	4083	3672	3605
3.4	2778	4094	3694	3628
3.5	2840	4104	3713	3651
3.6	2894	4114	3734	3674
3.7	2943	4119	3758	3697
3.8	2994	4129	3778	3720
3.9	3046	4138	3797	3744
4	3095	4153	3817	3767
4.1	3151	4167	3836	3790
4.2	3211	4182	3856	3813
4.3	3251	4196	3875	3836
4.4	3301	4214	3894	3859
4.5	3348	4225	3918	3882
4.6	3389	4245	3941	3905
4.7	3422	4261	3964	3928
4.8	3458	4280	3983	3951
4.9	3481	4300	4001	3974
5	3520	4328	4023	3997
5.1	3573	4333	4035	4016
5.2	3617	4339	4050	4034
5.3	3669	4347	4066	4053
5.4	3717	4351	4082	4072
5.5	3768	4363	4098	4090
5.6	3815	4371	4115	4109
5.7	3862	4380	4130	4127
5.8	3900	4388	4148	4146
5.9	3931	4400	4164	4165
7.8	4119	5172	4468	4519
7.9	4125	5233	4482	4538
8	4128	5291	4497	4556
8.1	4132	5344	4511	4575
8.2	4135	5399	4523	4593
8.3	4138	5457	4540	4612
8.4	4142	5517	4556	4631
8.5	4145	5578	4570	4649
8.6	4148	5638	4584	4668
8.7	4152	5691	4600	4687
8.8	4155	5751	4615	4705
8.9	4160	5811	4630	4724
9	4163	5871	4646	4743
9.1	4165	5927	4662	4761
9.2	4167	5981	4676	4780
9.3	4170	6036	4689	4798
9.4	4170	6090	4702	4817
9.5	4171	6147	4717	4836
9.6	4172	6200	4733	4854
9.7	4174	6255	4749	4873
9.8	4178	6312	4764	4892
9.9	4183	6369	4780	4910
10	4187	6428	4793	4929
10.1	4201	6449	4809	4943
10.2	4210	6469	4823	4956
10.3	4223	6501	4835	4970
10.4	4233	6530	4846	4984
10.5	4247	6555	4863	4998
10.6	4254	6569	4876	5011
10.7	4263	6589	4889	5025
10.8	4265	6601	4904	5039
10.9	4270	6610	4918	5052
11	4275	6622	4930	5066
11.1	4284	6651	4942	5080
11.2	4293	6674	4959	5094
11.3	4300	6694	4975	5107
11.4	4309	6717	4992	5121
11.5	4315	6732	5007	5135
11.6	4319	6739	5022	5149
11.7	4324	6754	5036	5162
11.8	4331	6763	5050	5176
11.9	4339	6784	5065	5190
12	4348	6805	5078	5204
12.1	4357	6839	5098	5217
12.2	4366	6877	5113	5231
12.3	4373	6894	5132	5245
12.4	4376	6913	5146	5258
12.5	4379	6927	5164	5272
12.6	4382	6943	5181	5286
12.7	4386	6960	5195	5300
12.8	4390	6976	5211	5313
12.9	4396	6994	5225	5327
13	4398	7015	5239	5341
13.1	4400	7037	5255	5355
13.2	4405	7065	5266	5368
13.3	4408	7084	5283	5382
13.4	4411	7098	5303	5396
13.5	4414	7121	5321	5409
13.6	4417	7146	5333	5423
13.7	4422	7165	5346	5437
13.8	4424	7184	5360	5451
13.9	4427	7199	5370	5464
14	4429	7217	5377	5478
14.1	4432	7238	5386	5492
14.2	4434	7258	5396	5506
14.3	4438	7282	5411	5519
14.4	4443	7296	5424	5533
14.5	4448	7304	5437	5547
14.6	4453	7314	5453	5560
14.7	4455	7334	5465	5574
14.8	4457	7363	5477	5588
14.9	4459	7390	5488	5602
15	4464	7408	5502	5615
15.1	4489	7422	5513	5631
15.2	4511	7430	5530	5646
15.3	4525	7438	5543	5662
15.4	4545	7457	5558	5677
15.5	4558	7477	5573	5693
15.6	4574	7488	5590	5708
15.7	4593	7503	5611	5724
15.8	4610	7511	5632	5739
15.9	4624	7525	5651	5755
16	4632	7547	5671	5770
16.1	4636	7569	5687	5786
16.2	4645	7585	5703	5801
16.3	4665	7590	5722	5817
16.4	4677	7608	5742	5832
16.5	4684	7624	5757	5848
16.6	4695	7635	5782	5864
16.7	4707	7650	5803	5879
16.8	4723	7656	5823	5895
16.9	4732	7665	5844	5910
17	4744	7679	5860	5926
17.1	4752	7693	5872	5941
17.2	4756	7701	5886	5957
17.3	4761	7718	5911	5972
17.4	4766	7728	5926	5988
17.5	4773	7740	5944	6003
17.6	4782	7767	5961	6019
17.7	4789	7780	5978	6034
17.8	4794	7792	5997	6050
17.9	4800	7805	6009	6065
18	4813	7818	6029	6081
18.1	4825	7831	6042	6096
18.2	4833	7849	6055	6112
18.3	4842	7860	6068	6127
18.4	4848	7866	6082	6143
21	5073	8436	6495	6545
21.1	5089	8440	6511	6561
21.2	5105	8444	6531	6576
21.3	5121	8448	6549	6591
21.4	5131	8468	6570	6607
21.5	5142	8474	6592	6622
21.6	5155	8479	6613	6638
21.7	5167	8481	6630	6653
21.8	5173	8483	6644	6669
21.9	5179	8483	6664	6684
22	5193	8492	6681	6700
22.1	5203	8493	6699	6715
22.2	5211	8502	6715	6730
22.3	5224	8505	6737	6746
22.4	5234	8509	6756	6761
22.5	5235	8513	6774	6777
22.6	5237	8519	6792	6792
22.7	5245	8537	6809	6808
22.8	5259	8550	6829	6823
22.9	5269	8556	6848	6838
23	5277	8566	6862	6854
23.1	5280	8579	6871	6869
23.2	5283	8582	6885	6885
23.3	5294	8584	6897	6900
23.4	5309	8587	6914	6916
23.5	5313	8592	6934	6931
23.6	5314	8602	6948	6946
23.7	5315	8604	6964	6962
23.8	5317	8614	6981	6977
23.9	5321	8619	6996	6993
24	5330	8625	7013	7008
24.1	5339	8632	7028	7024
24.2	5348	8635	7046	7039
24.3	5357	8651	7061	7054
24.4	5363	8675	7078	7070
24.5	5369	8688	7091	7085
24.6	5372	8714	7103	7101
24.7	5376	8724	7116	7116
24.8	5387	8739	7134	7132
24.9	5398	8760	7152	7147
25	5409	8795	7166	7163
25.1	5425	8798	7178	7178
25.2	5458	8809	7193	7193
25.3	5492	8810	7210	7208
25.4	5516	8816	7220	7223
25.5	5541	8819	7234	7237
25.6	5564	8821	7254	7252
25.7	5595	8827	7268	7267
25.8	5625	8835	7278	7282
25.9	5660	8843	7290	7297
26	5697	8849	7302	7312
26.1	5717	8860	7312	7327
26.2	5740	8864	7329	7342
26.3	5771	8872	7348	7357
26.4	5796	8873	7361	7372
26.5	5821	8875	7380	7387
26.6	5850	8885	7393	7402
26.7	5878	8894	7405	7417
26.8	5912	8900	7418	7432
26.9	5938	8901	7427	7447
27	5951	8915	7442	7462
27.1	5977	8926	7456	7477
27.2	5992	8937	7473	7492
27.3	6011	8947	7489	7507
27.4	6020	8954	7510	7522
27.5	6043	8965	7523	7537
27.6	6065	8972	7543	7552
27.7	6083	8978	7556	7567
27.8	6112	8984	7575	7582
27.9	6130	8992	7588	7597
28	6143	8999	7604	7612
28.1	6150	9002	7621	7627
28.2	6180	9003	7640	7642
28.3	6186	9008	7654	7657
28.4	6194	9015	7671	7672
28.5	6201	9025	7692	7687
28.6	6226	9033	7718	7702
28.7	6244	9042	7732	7717
28.8	6254	9051	7751	7732
28.9	6268	9059	7765	7747
29	6279	9067	7789	7762
29.1	6285	9074	7805	7777
29.2	6307	9086	7827	7792
