depth	min	max	median	mean
0	-65	2852	167	411
0.1	25	2884	250	490
0.2	115	2914	333	569
0.3	206	2949	418	648
0.4	295	2979	502	728
0.5	384	3010	586	807
0.6	473	3041	670	886
0.7	560	3072	753	965
0.8	648	3103	837	1044
0.9	735	3133	920	1124
1	821	3165	1003	1203
1.1	903	3202	1086	1282
1.2	989	3240	1170	1361
1.3	1075	3278	1253	1440
1.4	1161	3316	1337	1520
1.5	1244	3354	1421	1599
1.6	1329	3392	1506	1678
1.7	1413	3430	1590	1757
1.8	1499	3468	1673	1836
1.9	1583	3506	1756	1916
2	1667	3544	1840	1995
2.1	1750	3578	1924	2074
2.2	1833	3612	2007	2153
2.3	1917	3646	2093	2233
2.4	2001	3679	2177	2312
2.5	2083	3714	2260	2391
2.6	2165	3751	2345	2470
2.7	2248	3788	2430	2549
2.8	2329	3825	2514	2629
2.9	2412	3860	2598	2708
3	2495	3894	2684	2787
3.1	2577	3929	2767	2866
3.2	2657	3964	2852	2945
3.3	2740	4000	2935	3025
3.4	2817	4037	3020	3104
3.5	2899	4074	3104	3183
3.6	2980	4110	3190	3262
3.7	3057	4147	3274	3342
3.8	3138	4186	3359	3421
3.9	3220	4221	3444	3500
4	3302	4259	3529	3579
4.1	3385	4295	3613	3658
4.2	3466	4331	3697	3738
4.3	3548	4368	3782	3817
4.4	3627	4403	3867	3896
4.5	3706	4439	3950	3975
4.6	3782	4477	4034	4054
4.7	3861	4516	4118	4134
4.8	3941	4565	4201	4213
4.9	4018	4615	4284	4292
5	4096	4682	4361	4371
5.1	4108	4683	4369	4378
5.2	4119	4685	4374	4384
5.3	4131	4687	4380	4391
5.4	4143	4688	4387	4397
5.5	4154	4690	4392	4404
5.6	4165	4692	4397	4411
5.7	4177	4697	4404	4417
5.8	4187	4701	4412	4424
5.9	4197	4703	4418	4430
6	4206	4709	4425	4437
6.1	4216	4715	4431	4443
6.2	4223	4722	4439	4450
6.3	4229	4725	4446	4456
6.4	4237	4727	4454	4463
6.5	4248	4730	4461	4469
6.6	4255	4736	4470	4476
6.7	4263	4747	4478	4483
6.8	4268	4755	4486	4489
6.9	4273	4761	4492	4496
7	4280	4767	4499	4502
7.1	4284	4777	4504	4509
7.2	4291	4788	4511	4515
7.3	4296	4801	4518	4522
7.4	4304	4814	4524	4528
7.5	4313	4820	4530	4535
7.6	4319	4830	4536	4541
7.7	4324	4841	4542	4548
7.8	4329	4854	4550	4555
7.9	4334	4865	4556	4561
8	4339	4875	4563	4568
8.1	4341	4883	4570	4574
8.2	4345	4889	4576	4581
8.3	4347	4910	4582	4587
8.4	4350	4925	4588	4594
8.5	4357	4941	4595	4600
8.6	4360	4953	4602	4607
8.7	4362	4966	4608	4613
8.8	4363	4974	4615	4620
8.9	4367	4983	4621	4627
9	4368	5003	4627	4633
9.1	4371	5023	4633	4640
9.2	4373	5028	4639	4646
9.3	4376	5041	4645	4653
9.4	4378	5055	4652	4659
9.5	4380	5070	4658	4666
9.6	4384	5087	4666	4672
9.7	4385	5099	4672	4679
9.8	4388	5113	4677	4685
9.9	4389	5128	4683	4692
10	4391	5142	4690	4699
10.1	4406	5147	4696	4705
10.2	4423	5153	4702	4712
10.3	4437	5159	4707	4719
10.4	4455	5165	4713	4726
10.5	4465	5172	4719	4733
10.6	4476	5181	4726	4740
10.7	4483	5186	4731	4747
10.8	4495	5195	4737	4754
10.9	4509	5200	4743	4761
11	4519	5204	4750	4768
11.1	4528	5210	4755	4775
11.2	4538	5216	4762	4782
11.3	4546	5220	4768	4789
11.4	4553	5230	4774	4796
11.5	4560	5236	4780	4803
11.6	4568	5244	4786	4809
11.7	4576	5261	4791	4816
11.8	4585	5275	4798	4823
11.9	4593	5280	4804	4830
12	4597	5290	4811	4837
12.1	4605	5294	4818	4844
12.2	4608	5314	4825	4851
12.3	4614	5327	4832	4858
12.4	4617	5332	4840	4865
12.5	4623	5339	4847	4872
12.6	4628	5350	4853	4879
12.7	4632	5360	4859	4886
12.8	4637	5374	4865	4893
12.9	4641	5385	4872	4900
13	4645	5398	4879	4907
13.1	4649	5411	4884	4913
13.2	4651	5429	4891	4920
13.3	4655	5456	4897	4927
13.4	4659	5470	4902	4934
13.5	4662	5492	4906	4941
13.6	4665	5507	4912	4948
13.7	4667	5524	4917	4955
13.8	4669	5543	4923	4962
13.9	4673	5564	4929	4969
14	4678	5582	4935	4976
14.1	4683	5603	4942	4983
14.2	4687	5627	4948	4990
14.3	4688	5643	4952	4997
14.4	4694	5663	4958	5004
14.5	4696	5683	4964	5010
14.6	4698	5705	4970	5017
14.7	4701	5727	4976	5024
14.8	4703	5748	4982	5031
14.9	4705	5770	4987	5038
15	4708	5792	4995	5045
15.1	4729	5800	5019	5068
15.2	4754	5805	5040	5090
15.3	4776	5812	5064	5113
15.4	4796	5820	5088	5136
15.5	4815	5828	5112	5158
15.6	4828	5843	5136	5181
15.7	4843	5865	5160	5203
