depth	min	max	median	mean
40	8870	9763	9376	9350
41	9497	9918	9597	9626
42	9589	10427	9858	9902
43	9627	11136	10091	10178
44	9668	11879	10324	10453
45	9699	12623	10554	10729
46	9937	13064	10987	11123
47	10060	13482	11450	11518
48	10153	14068	11877	11912
49	10257	14725	12290	12306
50	10366	15479	12670	12700
51	10875	15651	13090	13097
52	11145	15849	13522	13494
53	11343	16137	13948	13890
54	11500	16625	14415	14287
55	11641	17246	14848	14684
56	12047	17394	15195	15074
57	12326	17545	15562	15465
58	12579	17757	15982	15856
59	12839	18001	16458	16246
60	13045	18416	16904	16637
61	14136	18454	17231	17022
62	15226	18510	17558	17407
63	16307	18574	17888	17792
64	17396	18654	18222	18176
65	18098	18839	18586	18561
66	18281	18989	18730	18712
67	18394	19335	18851	18862
68	18477	19745	18966	19012
69	18538	20191	19083	19162
70	18576	20613	19208	19313
71	18678	20757	19363	19455
72	18744	20918	19526	19597
73	18794	21135	19675	19739
74	18858	21381	19804	19881
75	18890	21657	19941	20023
76	19028	21814	20088	20166
77	19127	21961	20241	20310
78	19205	22167	20381	20454
79	19270	22403	20531	20598
80	19311	22646	20661	20741
81	19450	22775	20815	20887
82	19568	22884	20970	21032
83	19666	23042	21126	21177
84	19752	23262	21274	21322
85	19827	23512	21400	21467
86	19971	23596	21546	21609
87	20083	23719	21695	21751
88	20167	23843	21847	21893
89	20263	24022	21991	22034
90	20325	24219	22135	22176
91	20467	24350	22290	22320
92	20589	24490	22430	22465
93	20699	24658	22576	22609
94	20805	24761	22718	22753
95	20877	24956	22867	22897
96	21054	25066	23017	23037
97	21227	25166	23173	23177
98	21349	25300	23331	23317
99	21428	25401	23467	23456
100	21531	25602	23607	23596
101	21702	25682	23737	23727
102	21858	25828	23862	23857
103	21968	25928	24011	23988
104	22078	26051	24149	24118
105	22192	26212	24275	24249
106	22358	26330	24405	24382
107	22497	26425	24537	24514
108	22623	26553	24681	24647
109	22712	26702	24816	24779
110	22798	26848	24938	24912
111	23009	26932	25080	25053
112	23182	27004	25238	25194
113	23296	27115	25387	25335
114	23405	27230	25530	25476
115	23480	27376	25682	25617
116	23735	27439	25825	25758
117	23905	27522	25977	25900
118	24033	27602	26117	26041
119	24118	27705	26269	26182
120	24242	27865	26407	26324
121	24510	27917	26538	26463
122	24720	27976	26670	26602
123	24913	28062	26818	26741
124	25098	28168	26972	26880
125	25207	28291	27111	27019
126	25512	28355	27247	27160
127	25750	28413	27389	27301
128	25921	28478	27529	27443
129	26035	28562	27675	27584
130	26160	28673	27837	27725
131	26526	28718	27953	27868
132	26932	28756	28062	28012
133	27308	28807	28191	28155
134	27570	28882	28326	28298
135	27727	29005	28473	28442
136	28021	29050	28580	28566
137	28235	29113	28701	28691
138	28352	29242	28822	28815
139	28434	29508	28930	28939
140	28492	29822	29038	29064
141	28606	29932	29148	29175
142	28681	30036	29265	29286
143	28743	30170	29373	29396
144	28793	30371	29471	29507
145	28841	30613	29569	29618
146	28966	30669	29685	29728
147	29056	30738	29812	29839
148	29134	30804	29946	29949
149	29194	30920	30067	30060
150	29240	31077	30177	30170
151	29391	31122	30283	30277
152	29490	31183	30402	30385
153	29589	31249	30510	30492
154	29678	31362	30627	30599
155	29745	31483	30741	30706
156	29973	31520	30848	30819
157	30145	31556	30959	30932
158	30299	31612	31073	31045
159	30427	31697	31188	31158
160	30518	31797	31310	31271
161	30862	31853	31419	31403
162	31188	31919	31529	31534
