depth	min	max	median	mean
43	3209	3342	3243	3251
44	3324	5099	3985	4052
45	3403	6953	4729	4854
46	3477	8797	5471	5655
47	3552	10644	6210	6457
48	3626	12494	6952	7258
49	4119	13166	7653	7926
50	4356	13760	8414	8595
51	4519	14541	9136	9263
52	4737	15338	10004	9931
53	4881	16196	10620	10599
54	5366	16333	11242	11173
55	5579	16564	11881	11747
56	5802	16806	12519	12320
57	6055	17127	13154	12894
58	6426	17759	13837	13468
59	8745	17883	14665	14388
60	11111	17989	15505	15308
61	13431	18126	16360	16228
62	15667	18283	17232	17148
63	17008	18613	18152	18068
64	17627	18674	18332	18288
65	18088	18778	18530	18507
66	18261	19172	18729	18727
67	18372	19803	18902	18946
68	18448	20415	19073	19166
69	18530	20507	19230	19311
70	18616	20697	19387	19456
71	18655	20944	19528	19601
72	18690	21283	19658	19746
73	18736	21664	19790	19891
74	18878	21751	19928	20026
75	18975	21860	20083	20162
76	19073	22036	20218	20297
77	19128	22259	20352	20432
78	19190	22499	20491	20567
79	19328	22592	20631	20703
80	19421	22730	20762	20839
81	19511	22876	20891	20974
82	19584	23065	21034	21110
83	19634	23241	21167	21245
84	19739	23343	21322	21379
85	19835	23460	21474	21513
86	19906	23536	21614	21646
87	19968	23687	21753	21780
88	20042	23876	21885	21914
89	20195	23977	22007	22044
90	20355	24140	22139	22175
91	20476	24232	22274	22306
92	20563	24384	22389	22436
93	20648	24627	22522	22567
94	20834	24719	22682	22709
95	20954	24815	22846	22851
96	21043	24919	23009	22994
97	21165	25090	23164	23136
98	21255	25316	23307	23278
99	21402	25424	23456	23420
100	21564	25543	23594	23562
101	21708	25659	23738	23703
102	21795	25788	23883	23845
103	21889	25993	24014	23987
104	22076	26082	24156	24122
105	22211	26160	24286	24257
106	22328	26295	24429	24392
107	22468	26430	24570	24527
108	22567	26586	24697	24662
109	22787	26654	24850	24802
110	22920	26745	24982	24942
111	23044	26836	25138	25082
112	23148	26962	25278	25222
113	23233	27111	25441	25362
114	23449	27177	25563	25498
115	23584	27247	25705	25633
116	23709	27353	25838	25769
117	23790	27451	25996	25905
118	23888	27588	26129	26040
119	24190	27641	26275	26187
120	24402	27702	26426	26334
121	24617	27793	26588	26480
122	24741	27876	26732	26627
123	24889	28015	26887	26774
124	25133	28049	27006	26909
125	25346	28097	27137	27044
126	25524	28179	27272	27179
127	25661	28266	27413	27313
128	25795	28380	27552	27448
129	26197	28427	27675	27586
130	26576	28494	27795	27723
131	26915	28560	27916	27861
132	27152	28627	28039	27998
133	27326	28732	28178	28136
134	27654	28774	28276	28261
135	27924	28828	28390	28386
136	28076	28917	28516	28511
137	28157	29128	28635	28636
138	28216	29437	28737	28761
139	28314	29521	28848	28870
140	28391	29643	28964	28978
141	28456	29804	29069	29086
142	28492	30004	29170	29195
143	28540	30234	29275	29303
144	28670	30272	29389	29414
145	28760	30352	29513	29525
146	28843	30456	29635	29636
147	28908	30587	29749	29747
148	28957	30756	29858	29858
149	29113	30805	29970	29968
150	29243	30862	30097	30077
151	29316	30935	30213	30187
152	29388	31036	30331	30297
153	29444	31186	30442	30406
154	29643	31214	30540	30512
155	29810	31250	30646	30618
156	29937	31309	30761	30724
157	30034	31377	30880	30829
158	30122	31481	30992	30935
159	30494	31525	31104	31075
160	30841	31568	31214	31214
161	31054	31681	31346	31353
162	31160	31954	31473	31492
