depth	min	max	median	mean
3	2127	3961	2486	2614
4	2657	4013	2973	3053
5	3115	4067	3459	3492
6	3565	4214	3964	3931
7	3940	4770	4371	4370
8	4197	5397	4809	4809
9	4276	5428	4839	4855
10	4380	5459	4869	4901
11	4461	5504	4907	4946
12	4547	5555	4949	4992
13	4604	5600	4982	5038
14	4785	5757	5231	5249
15	4888	6001	5466	5460
16	4954	6332	5687	5670
17	5002	6729	5894	5881
18	5048	7182	6098	6092
19	5382	7223	6273	6265
20	5612	7274	6452	6438
21	5758	7374	6632	6612
22	5871	7523	6823	6785
23	5982	7669	7006	6958
24	6142	7686	7056	7013
25	6268	7721	7104	7067
26	6429	7754	7157	7121
27	6534	7765	7213	7176
28	6598	7788	7267	7230
29	6783	7806	7314	7292
30	6973	7820	7362	7353
31	7156	7830	7408	7415
32	7328	7853	7460	7477
33	7410	7883	7522	7538
34	7509	8078	7743	7751
35	7560	8377	7956	7963
36	7608	8762	8175	8176
37	7646	9162	8384	8388
38	7686	9559	8587	8601
39	8234	9610	8895	8906
40	8769	9668	9202	9212
41	9299	9774	9515	9518
42	9674	10096	9806	9823
43	9761	10572	10118	10129
43.000001	9761	10572	10118	10129
44	10402	11693	11141	11124
45	10899	13041	12207	12119
46	11358	14418	13266	13114
47	11786	15817	14329	14109
48	12220	17226	15388	15103
49	12586	17312	15557	15294
50	12912	17440	15712	15485
51	13186	17571	15849	15676
52	13411	17731	16025	15867
53	13628	17939	16193	16057
54	13979	18019	16414	16251
55	14245	18090	16624	16444
56	14424	18166	16818	16638
57	14591	18269	17013	16831
58	14747	18410	17222	17025
59	15333	18454	17408	17250
60	15902	18495	17609	17476
61	16414	18552	17804	17701
62	16787	18641	18021	17927
63	17056	18789	18239	18152
64	17577	18833	18399	18343
65	18056	18875	18562	18533
66	18365	18967	18736	18723
67	18533	19264	18913	18913
67.000001	18533	19264	18913	18913
68	18612	19739	19068	19104
69	18970	20028	19436	19455
70	19166	20413	19835	19806
71	19301	20852	20208	20157
72	19437	21335	20581	20508
73	19524	21863	20960	20859
74	19941	21919	21108	21044
75	20327	22012	21264	21230
76	20707	22088	21420	21415
77	20987	22218	21599	21601
78	21152	22427	21783	21786
79	21301	22552	21930	21930
80	21428	22695	22083	22073
81	21503	22902	22222	22216
82	21558	23167	22352	22359
83	21606	23454	22487	22503
84	21847	23508	22645	22653
85	22021	23561	22815	22803
86	22143	23637	22972	22954
87	22264	23736	23135	23104
88	22360	23897	23306	23255
89	22671	23936	23410	23380
90	22904	23999	23517	23504
91	23065	24071	23647	23629
92	23161	24197	23783	23754
93	23247	24431	23892	23878
94	23307	24538	23957	23950
95	23346	24633	24028	24022
96	23396	24795	24085	24094
97	23421	24943	24145	24166
98	23454	25136	24202	24238
99	23504	25202	24274	24308
100	23543	25285	24347	24378
101	23594	25398	24408	24448
102	23629	25503	24468	24517
103	23662	25657	24528	24587
104	23738	25744	24622	24671
105	23777	25856	24701	24754
106	23831	26030	24777	24838
107	23862	26164	24857	24921
108	23886	26358	24933	25005
109	24078	26522	25102	25167
110	24204	26699	25271	25330
111	24290	26908	25454	25492
112	24360	27119	25626	25655
113	24419	27415	25797	25818
114	24600	27512	25961	25972
115	24722	27606	26130	26127
116	24822	27750	26286	26281
117	24886	27953	26444	26436
118	24943	28229	26596	26591
119	25202	28310	26774	26770
120	25373	28435	26956	26950
121	25531	28581	27133	27129
122	25658	28783	27330	27309
123	25762	29055	27507	27488
124	26001	29128	27666	27658
125	26174	29222	27850	27828
126	26288	29363	28045	27997
127	26346	29503	28233	28167
128	26435	29659	28416	28337
129	26839	29717	28571	28508
130	27173	29772	28741	28679
131	27428	29862	28914	28850
132	27620	29974	29108	29021
133	27762	30117	29293	29192
134	28194	30157	29416	29347
135	28596	30213	29547	29502
136	28943	30298	29680	29658
137	29225	30406	29812	29813
138	29385	30575	29974	29968
139	29505	30627	30063	30056
140	29602	30692	30151	30143
141	29674	30781	30239	30231
142	29726	30887	30321	30319
143	29770	31020	30396	30407
144	29892	31063	30478	30486
145	29985	31118	30566	30565
146	30067	31168	30655	30645
147	30130	31246	30735	30724
148	30176	31363	30809	30803
149	30260	31398	30873	30864
150	30340	31450	30938	30925
151	30401	31504	31002	30986
152	30449	31566	31072	31047
153	30491	31679	31134	31108
154	30584	31703	31181	31167
155	30667	31744	31239	31225
156	30717	31796	31299	31283
157	30775	31831	31363	31341
158	30812	31895	31424	31400
159	30982	31917	31474	31464
160	31133	31962	31526	31529
