depth	min	max	median	mean
3	2097	3149	2436	2474
4	2588	3462	2908	2936
5	3042	3769	3414	3398
6	3465	4164	3896	3861
7	3839	4705	4341	4323
8	4188	5293	4769	4786
9	4285	5330	4802	4829
10	4416	5371	4829	4872
11	4510	5407	4863	4914
12	4574	5456	4902	4957
13	4618	5510	4944	5000
14	4753	5688	5192	5200
15	4821	5908	5414	5400
16	4871	6209	5607	5601
17	4927	6580	5820	5801
18	4982	6959	6012	6001
19	5309	7001	6189	6190
20	5580	7067	6389	6380
21	5822	7160	6581	6570
22	6060	7369	6785	6759
23	6195	7752	6981	6949
24	6334	7778	7030	7000
25	6435	7809	7077	7050
26	6511	7835	7124	7101
27	6583	7854	7179	7152
28	6620	7875	7237	7203
29	6808	7894	7280	7264
30	6996	7921	7322	7325
31	7176	7966	7367	7386
32	7317	8000	7422	7447
33	7364	8046	7478	7508
34	7450	8141	7674	7695
35	7503	8347	7861	7882
36	7539	8688	8049	8069
37	7580	9055	8238	8256
38	7617	9421	8414	8443
39	8003	9448	8649	8671
40	8396	9507	8872	8900
41	8768	9560	9102	9128
42	9125	9664	9341	9357
43	9401	9861	9575	9586
44	9622	10309	9872	9893
45	9673	11023	10147	10200
46	9707	11777	10421	10507
47	9744	12536	10688	10814
48	9781	13303	10959	11121
49	10052	13601	11262	11424
50	10182	13814	11628	11728
51	10301	14150	11958	12031
52	10417	14698	12244	12334
53	10524	15327	12528	12637
54	10903	15485	12862	12964
55	11131	15677	13237	13291
56	11312	15906	13615	13618
57	11461	16405	13913	13945
58	11579	17136	14234	14272
59	12306	17334	14638	14670
60	12788	17529	15051	15069
61	13181	17739	15495	15468
62	13507	17980	15993	15866
63	13745	18344	16395	16265
64	14818	18394	16887	16789
65	15915	18464	17382	17312
66	16957	18562	17871	17836
67	17975	18689	18371	18359
68	18481	19305	18873	18883
69	18749	19570	19180	19179
70	18897	19982	19488	19476
71	19007	20461	19792	19772
72	19081	20961	20087	20068
73	19161	21492	20379	20364
74	19704	21568	20642	20639
75	20168	21677	20904	20914
76	20566	21799	21184	21188
77	20823	22069	21470	21463
78	20953	22513	21725	21737
79	21189	22627	21885	21885
80	21325	22730	22039	22032
81	21413	22881	22197	22179
82	21478	23071	22348	22327
83	21521	23320	22492	22474
84	21802	23365	22630	22616
85	22057	23411	22775	22757
86	22226	23469	22924	22899
87	22342	23547	23068	23040
88	22451	23683	23214	23182
89	22644	23723	23302	23275
90	22778	23797	23392	23368
91	22851	23901	23490	23461
92	22933	24095	23575	23554
93	22994	24339	23643	23647
94	23062	24412	23716	23716
95	23123	24519	23777	23785
96	23166	24629	23838	23854
97	23192	24788	23899	23923
98	23215	24990	23950	23992
99	23262	25040	24016	24053
100	23289	25109	24078	24114
101	23340	25170	24136	24175
102	23366	25306	24203	24236
103	23410	25424	24253	24297
104	23470	25516	24328	24382
105	23520	25616	24407	24467
106	23556	25726	24488	24553
107	23611	25918	24563	24638
108	23645	26105	24635	24723
109	23791	26174	24773	24853
110	23884	26273	24932	24982
111	23977	26399	25067	25112
112	24046	26590	25198	25241
113	24103	26789	25331	25371
114	24231	26845	25462	25491
115	24319	26928	25595	25610
116	24395	27039	25709	25730
117	24466	27193	25846	25850
118	24558	27345	25976	25970
119	24777	27401	26103	26096
120	24930	27463	26240	26222
121	25039	27538	26380	26348
122	25128	27634	26519	26474
123	25227	27809	26651	26600
124	25412	27865	26755	26721
125	25558	27937	26882	26842
126	25701	28006	27009	26964
127	25786	28103	27137	27085
128	25905	28246	27258	27206
129	26064	28305	27384	27333
130	26218	28356	27509	27460
131	26405	28407	27638	27587
132	26543	28483	27782	27713
133	26658	28615	27913	27840
134	27019	28646	28025	27976
135	27372	28691	28140	28113
136	27689	28751	28263	28249
137	27939	28809	28388	28385
138	28094	28924	28519	28522
139	28296	29130	28710	28708
140	28408	29379	28889	28895
141	28496	29672	29074	29081
142	28557	30027	29260	29267
143	28606	30405	29448	29454
144	28872	30472	29589	29606
145	29049	30546	29747	29757
146	29190	30639	29903	29909
147	29304	30758	30067	30061
148	29384	30929	30218	30213
149	29492	30963	30294	30290
150	29586	31006	30375	30367
151	29691	31086	30450	30444
152	29763	31166	30534	30521
153	29825	31269	30615	30599
154	29923	31290	30690	30672
155	30020	31329	30769	30746
156	30115	31374	30843	30819
157	30186	31430	30919	30893
158	30249	31504	30993	30966
159	30446	31550	31055	31042
160	30645	31616	31118	31117
161	30811	31661	31179	31193
162	30962	31707	31245	31268
