depth	min	max	median	mean
6	3940	4399	4182	4181
7	4018	4572	4292	4292
8	4050	4810	4390	4403
9	4090	5054	4483	4514
10	4114	5326	4573	4625
11	4132	5593	4668	4737
12	4285	5691	4816	4871
13	4352	5819	4979	5006
14	4403	5958	5121	5140
15	4443	6189	5257	5275
16	4488	6501	5375	5410
17	4633	6536	5497	5526
18	4750	6577	5626	5642
19	4854	6627	5758	5758
20	4932	6707	5900	5874
21	5015	6829	6033	5990
22	5257	6873	6131	6106
23	5450	6913	6247	6221
24	5585	6969	6358	6337
25	5663	7050	6486	6452
26	5752	7167	6615	6568
27	6013	7193	6716	6683
28	6273	7227	6816	6798
29	6492	7272	6923	6913
30	6670	7329	7035	7028
31	6801	7422	7148	7143
32	7253	7502	7370	7371
33	7399	7848	7591	7600
34	7445	8329	7809	7828
35	7478	8826	8026	8057
36	7510	9308	8244	8285
37	7917	9371	8509	8544
38	8328	9445	8774	8803
39	8729	9522	9040	9061
40	9106	9618	9305	9320
41	9411	9857	9565	9579
42	9613	10359	9867	9904
43	9661	11216	10147	10228
44	9703	12092	10424	10553
45	9743	12956	10704	10878
46	9784	13829	10984	11203
47	10108	14151	11428	11619
48	10304	14541	11915	12036
49	10471	15089	12359	12452
50	10619	15910	12756	12869
51	10757	16867	13112	13285
52	11128	16996	13493	13615
53	11413	17101	13884	13944
54	11631	17255	14287	14273
55	11836	17510	14628	14602
56	12011	17770	14944	14931
57	12547	17852	15424	15334
58	12877	17938	15850	15737
59	13171	18029	16325	16141
60	13464	18183	16789	16544
61	13737	18487	17301	16947
62	14817	18514	17581	17307
63	15891	18554	17855	17666
64	16966	18611	18131	18026
65	17937	18690	18415	18386
66	18277	19271	18726	18746
67	18409	19447	18880	18901
68	18484	19766	19024	19057
69	18531	20172	19162	19212
70	18587	20609	19298	19367
71	18622	21079	19426	19523
72	18730	21212	19585	19678
73	18811	21458	19741	19834
74	18863	21673	19897	19989
75	18912	21883	20064	20145
76	18964	22213	20200	20300
77	19106	22368	20351	20456
78	19234	22579	20513	20611
79	19306	22805	20677	20767
80	19352	23059	20834	20922
81	19409	23388	20980	21078
82	19563	23508	21122	21221
83	19678	23636	21266	21364
84	19799	23753	21418	21507
85	19859	23913	21578	21650
86	19925	24135	21718	21793
87	20114	24275	21870	21957
88	20284	24470	22047	22122
89	20389	24658	22213	22287
90	20518	24850	22405	22451
91	20593	25036	22577	22616
92	20771	25168	22717	22771
93	20919	25302	22882	22926
94	21012	25412	23046	23082
95	21126	25560	23208	23237
96	21222	25730	23376	23392
97	21373	25851	23518	23543
98	21524	25987	23657	23694
99	21627	26107	23818	23846
100	21720	26304	23969	23997
101	21839	26486	24126	24148
102	22018	26605	24268	24296
103	22190	26718	24417	24444
104	22355	26865	24558	24592
105	22506	27027	24722	24740
106	22648	27221	24856	24888
107	22835	27290	25032	25043
108	22972	27376	25197	25199
109	23116	27471	25360	25354
110	23235	27603	25524	25510
111	23382	27809	25701	25665
112	23600	27907	25859	25838
113	23772	27970	26044	26011
114	23973	28066	26230	26184
115	24115	28201	26418	26357
116	24270	28364	26600	26530
117	24521	28426	26767	26688
118	24704	28530	26921	26847
119	24874	28636	27093	27006
120	25019	28753	27260	27165
121	25180	28917	27417	27324
122	25422	28994	27577	27475
123	25649	29076	27743	27627
124	25809	29156	27902	27778
125	25954	29273	28048	27930
126	26108	29426	28195	28081
127	26509	29471	28340	28244
128	26743	29510	28487	28406
129	26942	29566	28662	28569
130	27119	29652	28822	28731
131	27299	29811	28996	28893
132	27750	29846	29111	29033
133	28162	29879	29224	29173
134	28569	29940	29339	29313
135	28851	30010	29460	29453
136	29026	30157	29600	29593
137	29147	30209	29687	29682
138	29243	30284	29775	29771
139	29308	30387	29867	29859
140	29367	30520	29950	29948
141	29412	30683	30031	30037
142	29544	30737	30114	30118
143	29656	30776	30199	30200
144	29722	30825	30289	30282
145	29788	30890	30383	30364
146	29829	31014	30464	30445
147	29919	31050	30519	30504
148	29977	31101	30581	30563
149	30017	31144	30642	30622
150	30069	31212	30703	30681
151	30118	31300	30758	30740
152	30216	31332	30820	30802
153	30303	31390	30878	30864
154	30371	31443	30940	30926
155	30427	31497	31005	30988
156	30488	31552	31068	31049
157	30637	31592	31117	31109
158	30778	31645	31165	31169
159	30900	31688	31213	31229
160	30988	31749	31263	31288
