"","X.1","X","median","Identifier","Depth","d_g_wet_sed","NorTi.x","NorAl.x","NorSi.x","NorSr","NorRb","NorCa","NorFe.x","sedrate.mm","Water","Dry_bulk_density2","Fraction","Percentage","averaged.d13C","averaged.C.N","averaged.d15N","averaged.C","averaged.N","max","min","mean","Depth.mm","d.0.5","PrC","age_k","Fe_Ti","Si_Ti","Si_Al.x","NorSi.y","NorAl.y","NorTi.y","NorFe.y","Al_Si","Si_Al.y","Ti_Al","roll_Al_Si","roll_Si_Al","roll_Ti_Al","roll_Fe","sumdepth_sand_coarse","roll_Ti"
"1",1,1,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",2,1,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",3,1,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",4,1,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",5,1,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",6,1,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",7,2,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",8,2,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",9,2,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",10,2,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",11,2,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",12,2,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",13,3,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",14,3,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",15,3,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",16,3,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",17,3,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",18,3,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",19,4,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",20,4,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",21,4,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",22,4,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",23,4,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",24,4,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",25,5,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",26,5,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",27,5,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",28,5,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",29,5,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",30,5,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",31,6,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",32,6,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",33,6,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",34,6,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",35,6,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36",36,6,328,26,0,6099596.58422591,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,-23.64,11.2,2.81,16.2,1.438,-46,932,353,0,NA,NA,0.328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37",37,7,411,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38",38,8,494,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39",39,9,577,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40",40,10,658,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,0.121951219512195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41",41,11,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42",42,11,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43",43,11,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",44,11,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45",45,11,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46",46,11,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47",47,11,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48",48,11,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49",49,11,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50",50,12,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51",51,12,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52",52,12,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53",53,12,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54",54,12,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55",55,12,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",56,12,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",57,12,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",58,12,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",59,13,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",60,13,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",61,13,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",62,13,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",63,13,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",64,13,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",65,13,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",66,13,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",67,13,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",68,14,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",69,14,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",70,14,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",71,14,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",72,14,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",73,14,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",74,14,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",75,14,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",76,14,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",77,15,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",78,15,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",79,15,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",80,15,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",81,15,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",82,15,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",83,15,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",84,15,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",85,15,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",86,16,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",87,16,740,26.5,0.5,20251.7329349454,NA,NA,NA,NA,NA,NA,NA,0.123456790123457,67.0334148329258,0.0298655343241331,NA,NA,-22.91,NA,NA,15.2,NA,361,1313,762,5,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
