"","X.1","X","median","Identifier","Depth","d_g_wet_sed","NorTi.x","NorAl.x","NorSi.x","NorSr","NorRb","NorCa","NorFe.x","sedrate.mm","Water","Dry_bulk_density2","Fraction","Percentage","averaged.d13C","averaged.C.N","averaged.d15N","averaged.C","averaged.N","max","min","mean","Depth.mm","d.0.5","PrC","age_k","Fe_Ti","Si_Ti","Si_Al.x","NorSi.y","NorAl.y","NorTi.y","NorFe.y","Al_Si","Si_Al.y","Ti_Al","roll_Al_Si","roll_Si_Al","roll_Ti_Al","roll_Fe","sumdepth_sand_coarse","roll_Ti"
"369",369,96,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",370,96,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371",371,96,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372",372,96,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",373,96,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",374,96,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",375,96,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"376",376,96,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",377,96,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",378,96,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379",379,97,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"380",380,97,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381",381,97,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"382",382,97,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"383",383,97,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"384",384,97,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385",385,97,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"386",386,97,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387",387,97,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"388",388,97,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389",389,97,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390",390,98,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391",391,98,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"392",392,98,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393",393,98,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394",394,98,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395",395,98,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396",396,98,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397",397,98,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"398",398,98,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399",399,98,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400",400,98,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401",401,99,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"402",402,99,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"403",403,99,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404",404,99,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405",405,99,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406",406,99,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407",407,99,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408",408,99,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409",409,99,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410",410,99,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411",411,99,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412",412,100,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413",413,100,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"414",414,100,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"415",415,100,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"416",416,100,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417",417,100,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"418",418,100,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"419",419,100,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420",420,100,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421",421,100,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422",422,100,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423",423,101,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"424",424,101,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425",425,101,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"426",426,101,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"427",427,101,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428",428,101,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"429",429,101,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"430",430,101,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"431",431,101,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"432",432,101,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"433",433,101,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"434",434,102,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"435",435,102,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"436",436,102,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"437",437,102,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"438",438,102,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"439",439,102,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"440",440,102,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441",441,102,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"442",442,102,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443",443,102,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"444",444,102,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445",445,103,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446",446,103,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447",447,103,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"448",448,103,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"449",449,103,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450",450,103,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451",451,103,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452",452,103,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453",453,103,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454",454,103,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455",455,103,4383,32,6,55152.0035297282,NA,NA,NA,NA,NA,NA,NA,1,58.9073129251701,0.13,NA,NA,-25.76,NA,NA,3.5,NA,4149,5821,4539,60,NA,NA,4.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456",456,104,4393,NA,6.1,NA,NA,NA,NA,0,0,NA,0.981933499903902,0.909090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457",457,105,4406,NA,6.2,NA,NA,NA,NA,0,0,NA,0.777222777222777,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458",458,106,4419,NA,6.3,NA,NA,NA,NA,0.153944020356234,0,NA,0.758269720101781,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459",459,107,4431,NA,6.4,NA,NA,NA,NA,0,0,NA,0.888011486001436,0.909090909090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
