depth	min	max	median	mean
3	3855	4743	4453	4415
4	4086	4771	4517	4493
5	4287	4801	4581	4572
6	4445	4841	4654	4651
7	4507	4968	4719	4729
8	4567	5181	4775	4808
9	4604	5211	4808	4842
10	4640	5240	4836	4876
11	4670	5270	4864	4910
12	4689	5316	4896	4943
13	4706	5391	4929	4977
14	4812	5611	5143	5166
15	4849	5900	5351	5355
16	4879	6260	5500	5543
17	4909	6651	5648	5732
18	4938	7030	5811	5921
19	5335	7074	6038	6133
20	5695	7128	6274	6346
21	5983	7177	6524	6559
22	6215	7242	6782	6772
23	6403	7363	7022	6985
24	6516	7376	7062	7029
25	6583	7389	7105	7073
26	6653	7405	7149	7117
27	6697	7426	7197	7161
28	6746	7453	7245	7206
29	6898	7471	7283	7255
30	7051	7489	7319	7305
31	7189	7509	7357	7355
32	7295	7550	7404	7405
33	7337	7601	7451	7455
34	7394	7695	7529	7531
35	7422	7826	7602	7607
36	7441	7975	7674	7683
37	7459	8130	7747	7759
38	7475	8297	7817	7836
39	7644	8337	7930	7945
40	7789	8413	8044	8054
41	7917	8496	8157	8164
42	8035	8600	8274	8273
43	8119	8740	8378	8383
43.000001	8119	8740	8378	8383
44	8978	10083	9543	9557
45	9455	11883	10696	10730
46	9934	13713	11853	11904
47	10397	15539	13005	13078
48	10850	17376	14147	14252
49	10967	17451	14267	14348
50	11061	17539	14361	14445
51	11138	17610	14480	14541
52	11272	17688	14623	14637
53	11352	17767	14724	14733
54	11500	17815	14811	14826
55	11592	17862	14888	14919
56	11675	17914	14968	15012
57	11747	17978	15057	15105
58	11832	18070	15168	15198
59	11932	18125	15249	15291
60	12069	18186	15341	15383
61	12149	18268	15464	15476
62	12246	18352	15556	15569
63	12362	18440	15645	15661
64	13759	18483	16318	16321
65	15124	18525	16980	16981
66	16526	18595	17634	17641
67	17811	18693	18315	18301
67.000001	17811	18693	18315	18301
68	18418	19486	18951	18962
69	18725	19767	19246	19253
70	18908	20119	19552	19545
71	19064	20532	19859	19836
72	19188	20990	20151	20128
73	19282	21488	20446	20420
74	19769	21556	20699	20677
75	20209	21630	20945	20934
76	20564	21757	21207	21191
77	20795	22050	21460	21449
78	20946	22548	21702	21706
79	21107	22623	21837	21840
80	21213	22736	21968	21974
81	21304	22877	22096	22109
82	21375	23063	22230	22243
83	21460	23317	22364	22377
84	21721	23367	22514	22528
85	21930	23402	22682	22680
86	22088	23474	22843	22831
87	22188	23556	23015	22982
88	22274	23701	23183	23134
89	22688	23762	23311	23286
90	22996	23858	23450	23438
91	23144	24004	23605	23590
92	23229	24355	23735	23742
93	23284	24803	23857	23895
94	23360	24912	23972	24000
95	23412	25000	24078	24104
96	23456	25190	24174	24209
97	23489	25429	24274	24314
98	23531	25739	24364	24419
99	23619	25812	24469	24519
100	23687	25946	24562	24618
101	23751	26151	24660	24718
102	23800	26287	24757	24818
103	23833	26494	24853	24918
104	23981	26583	25041	25099
105	24073	26724	25238	25279
106	24139	26891	25435	25460
107	24202	27138	25621	25641
108	24259	27426	25786	25821
109	24876	27473	26101	26126
110	25291	27521	26440	26431
111	25568	27571	26788	26735
112	25812	27665	27157	27040
113	26008	27868	27516	27345
114	26148	27895	27580	27412
115	26263	27942	27639	27480
116	26355	28013	27698	27548
117	26459	28092	27749	27616
118	26552	28200	27797	27684
119	26633	28240	27837	27733
120	26710	28288	27881	27782
121	26781	28333	27921	27831
122	26847	28397	27960	27880
123	26941	28456	27997	27929
124	27010	28484	28039	27976
125	27101	28533	28083	28024
126	27176	28565	28123	28071
127	27271	28608	28159	28119
128	27311	28673	28199	28166
129	27453	28689	28244	28218
130	27554	28718	28292	28270
131	27663	28753	28348	28321
132	27749	28784	28397	28373
133	27802	28848	28451	28425
134	27938	28868	28493	28476
135	28037	28894	28540	28527
136	28140	28928	28587	28578
137	28229	28972	28639	28629
138	28275	29029	28687	28680
139	28418	29159	28815	28809
140	28505	29402	28934	28939
141	28570	29687	29057	29068
142	28622	29952	29176	29197
143	28665	30269	29294	29327
144	28908	30313	29416	29456
145	29146	30358	29528	29585
146	29336	30424	29644	29714
147	29485	30516	29760	29842
148	29572	30656	29907	29971
149	29686	30708	30019	30062
150	29758	30750	30120	30152
151	29802	30792	30227	30242
152	29843	30873	30331	30333
153	29871	31008	30415	30423
154	29997	31043	30504	30508
155	30072	31090	30593	30593
156	30147	31150	30694	30678
157	30204	31215	30788	30762
158	30241	31310	30878	30847
159	30427	31341	30950	30931
160	30605	31370	31025	31015
161	30774	31418	31099	31100
162	30890	31474	31180	31184
