Sample Name,d (0.1),d (0.5),d (0.9),Result Between User Sizes (Sizes in um),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85 - Average,1.236,11.517,182.407,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022609,0.197868,0.422119,0.635426,0.837786,1.023415,1.17831,1.310619,1.423077,1.531215,1.645946,1.7787,1.926843,2.079203,2.214448,2.317363,2.384829,2.425339,2.453419,2.485437,2.535341,2.609153,2.706431,2.814783,2.920488,3.003011,3.048343,3.043377,2.983794,2.87737,2.738865,2.593727,2.460794,2.354006,2.270465,2.195058,2.102435,1.968384,1.782141,1.55393,1.319624,1.12671,1.028212,1.058795,1.228892,1.515509,1.831794,2.063392,2.086657,1.859315,1.454802,1.015422,0.638814,0.442055,0.313838,0.125586,0.034719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72 - Average,1.305,10.15,55.957,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012505,0.118539,0.345216,0.55544,0.756544,0.943921,1.103923,1.245045,1.369026,1.490506,1.618851,1.764992,1.926527,2.094456,2.250447,2.382258,2.487881,2.575031,2.656464,2.745405,2.853309,2.982127,3.129034,3.27785,3.414259,3.517688,3.578201,3.587431,3.547182,3.469681,3.373377,3.282663,3.213569,3.171826,3.143507,3.096549,2.984988,2.763584,2.408242,1.930974,1.395519,0.889489,0.515631,0.327119,0.336327,0.504141,0.726791,0.849233,0.743477,0.424834,0.108213,0.010206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51 - Average,4.585,27.585,208.91,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104622,0.182447,0.256617,0.305311,0.343844,0.370763,0.396265,0.427597,0.47261,0.533487,0.608443,0.690783,0.775782,0.862929,0.956344,1.063127,1.190321,1.346939,1.536396,1.76465,2.025687,2.320761,2.634074,2.965091,3.292466,3.615656,3.918689,4.204982,4.466143,4.700692,4.890069,5.007226,5.008492,4.844122,4.470903,3.872284,3.070637,2.155678,1.257337,0.566756,0.248811,0.419042,1.062048,1.969283,2.825932,3.247554,3.034638,2.2479,1.30632,0.16145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95 - Average,1.298,7.422,41.835,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207274,0.437759,0.67586,0.90578,1.109564,1.295718,1.466421,1.640917,1.831713,2.054084,2.304337,2.569299,2.820407,3.035784,3.206129,3.335411,3.434594,3.516007,3.590749,3.661613,3.726089,3.772804,3.790423,3.768432,3.699818,3.585398,3.42714,3.244654,3.060021,2.906052,2.801172,2.749816,2.729611,2.693898,2.579283,2.32728,1.912507,1.359767,0.765603,0.231996,0.008116,0,0,0.026642,0.212725,0.361408,0.416845,0.365011,0.25007,0.109269,0.018728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90 - Average,1.358,12.519,241.936,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013829,0.128145,0.34555,0.546152,0.735969,0.910378,1.056557,1.182702,1.291209,1.396529,1.508674,1.638814,1.785684,1.941355,2.088834,2.216279,2.320415,2.40537,2.478405,2.54685,2.61709,2.689839,2.763857,2.831551,2.886845,2.921077,2.928675,2.903847,2.842856,2.750728,2.637364,2.522205,2.420073,2.342193,2.286203,2.238443,2.173604,2.061128,1.876332,1.61335,1.298921,0.986086,0.75416,0.668623,0.778223,1.091847,1.523437,1.907037,2.026866,1.776595,1.239717,0.660343,0.16903,0.064872,0.187101,0.334147,0.526912,0.708212,0.844449,0.907565,0.884946,0.777536,0.603413,0.350741,0.084256,0,0,0,0,0,0,0,0,0,0,0
79 - Average,1.202,8.259,136.599,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015682,0.144474,0.381783,0.610636,0.833041,1.042476,1.222903,1.382519,1.522567,1.659181,1.803509,1.96973,2.15824,2.362548,2.563974,2.747152,2.903002,3.029187,3.127358,3.201161,3.256813,3.298851,3.332141,3.357177,3.372102,3.370908,3.345763,3.289487,3.194188,3.062353,2.899,2.719387,2.530948,2.341735,2.148902,1.947597,1.729392,1.490016,1.231153,0.961556,0.705281,0.495792,0.375969,0.378241,0.532806,0.84995,1.261069,1.641065,1.815102,1.690671,1.314214,0.842028,0.437418,0.090981,0.00882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112 - Average,1.174,11.725,257.293,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005965,0.066017,0.302359,0.514074,0.734839,0.931422,1.100415,1.234945,1.343581,1.435956,1.532653,1.650623,1.80513,1.993243,2.198683,2.388772,2.534867,2.621169,2.647246,2.62348,2.568767,2.504179,2.45042,2.421461,2.42464,2.459312,2.51741,2.588669,2.655882,2.706198,2.729628,2.727493,2.707644,2.67873,2.643272,2.590788,2.498213,2.331562,2.057505,1.662233,1.168011,0.657404,0.229837,0.039026,0.006443,0.221087,0.810575,1.522501,2.143834,2.421561,2.253322,1.719954,1.050755,0.431276,0.180352,0.221169,0.339142,0.499815,0.66483,0.787443,0.832443,0.785413,0.655532,0.471754,0.244522,0.052558,0,0,0,0,0,0,0,0,0,0,0
197 - Average,1.37,8.405,189.834,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008377,0.08454,0.294507,0.495608,0.689087,0.868808,1.022299,1.160151,1.288375,1.426884,1.589761,1.791827,2.029303,2.288267,2.539783,2.761865,2.945245,3.093605,3.217476,3.328119,3.435141,3.53822,3.632077,3.700907,3.729763,3.704568,3.616801,3.468907,3.26468,3.027713,2.77924,2.551094,2.357899,2.205406,2.077438,1.9468,1.778233,1.542706,1.231225,0.862096,0.492927,0.189402,0.040153,0.009471,0.138043,0.485809,0.910239,1.262372,1.375722,1.188424,0.781783,0.314052,0.102748,0.104641,0.189211,0.323002,0.47921,0.621859,0.72012,0.754331,0.718182,0.617716,0.470861,0.270395,0.064523,0,0,0,0,0,0,0,0,0,0,0
53 - Average,5.713,30.609,218.619,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064274,0.12743,0.186349,0.221469,0.2464,0.260197,0.272118,0.289557,0.320437,0.368336,0.433331,0.51111,0.598517,0.695114,0.803503,0.928247,1.072947,1.24316,1.438664,1.662672,1.907849,2.175743,2.45474,2.749967,3.050842,3.367585,3.695006,4.044089,4.406198,4.774765,5.115051,5.380865,5.503784,5.412317,5.046418,4.381946,3.445872,2.348957,1.25531,0.396666,0.012705,0.197712,0.921312,2.011728,3.049032,3.58394,3.380293,2.511195,1.448588,0.225692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96 - Average,1.191,9.771,253.132,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010479,0.229167,0.45754,0.689096,0.8971,1.080508,1.232075,1.359438,1.468399,1.575494,1.692903,1.832811,1.993037,2.163221,2.322848,2.457516,2.563345,2.646051,2.716002,2.784262,2.860198,2.945373,3.036751,3.121378,3.186769,3.218041,3.206404,3.147553,3.040666,2.896531,2.727617,2.557397,2.40264,2.27795,2.181683,2.098565,1.996925,1.837812,1.590804,1.250543,0.854799,0.471074,0.193886,0.084862,0.174759,0.461327,0.865117,1.236326,1.389186,1.237194,0.846765,0.416249,0.061126,0.03706,0.195185,0.401413,0.652916,0.89219,1.076521,1.168841,1.149346,1.01631,0.792188,0.461506,0.110965,0,0,0,0,0,0,0,0,0,0,0
110 - Average,1.278,8.869,91.721,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009432,0.095066,0.3301,0.556486,0.774678,0.976308,1.145215,1.290306,1.415381,1.539097,1.675485,1.83979,2.031248,2.239704,2.442068,2.621121,2.77071,2.895127,3.00348,3.104504,3.204512,3.300297,3.38449,3.441684,3.460044,3.432709,3.360969,3.256071,3.127942,2.995189,2.870126,2.765809,2.682006,2.610564,2.531021,2.417977,2.244393,1.990593,1.651332,1.241565,0.815735,0.44694,0.219101,0.165869,0.318601,0.71385,1.276682,1.80876,2.028601,1.7844,1.168551,0.458464,0.069846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114 - Average,1.113,5.975,26.95,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011389,0.114468,0.394658,0.664199,0.9243,1.165885,1.37068,1.550556,1.710992,1.875541,2.061266,2.286733,2.549334,2.834366,3.109409,3.348815,3.540512,3.686577,3.797069,3.884996,3.963722,4.039182,4.112111,4.171842,4.20416,4.190847,4.115943,3.973216,3.759349,3.492719,3.190959,2.886054,2.591053,2.315045,2.0487,1.780664,1.496459,1.184698,0.841464,0.52903,0.196048,0.03499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106 - Average,0.845,5.107,26.373,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031531,0.199683,0.56572,0.862199,1.163709,1.429291,1.659297,1.846724,2.002443,2.136143,2.270809,2.423718,2.610766,2.826777,3.053053,3.255429,3.408258,3.50329,3.54928,3.563752,3.567699,3.579052,3.60725,3.651797,3.699913,3.734107,3.734866,3.687563,3.585932,3.426389,3.219816,2.973667,2.705656,2.420774,2.127024,1.821987,1.509431,1.192349,0.878019,0.576883,0.304175,0.065652,0,0,0,0,0.051606,0.183309,0.289467,0.341265,0.318653,0.240597,0.121991,0.021747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31 - Average,7.575,30.084,212.343,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09185,0.13136,0.149161,0.147619,0.13703,0.124662,0.122718,0.142195,0.190492,0.269376,0.372363,0.489297,0.608606,0.720957,0.820909,0.906911,0.986027,1.070789,1.183751,1.348595,1.597937,1.949546,2.429007,3.016876,3.700907,4.409481,5.088599,5.653441,6.05637,6.25799,6.249909,6.034392,5.615969,4.997581,4.187891,3.210805,2.143791,1.112617,0.24624,0,0.089209,0.776726,1.864477,2.907307,3.450828,3.239011,2.345809,1.249368,0.10325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66 - Average,5.328,22.096,186.403,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080271,0.127984,0.161322,0.172586,0.175171,0.173761,0.179539,0.20255,0.250665,0.328996,0.438508,0.580526,0.756296,0.966679,1.212309,1.490032,1.800793,2.137338,2.501423,2.879165,3.269484,3.648193,4.010042,4.327632,4.598345,4.809967,4.971334,5.08716,5.1639,5.193008,5.150187,4.99322,4.669,4.131252,3.364015,2.399332,1.345271,0.395095,0.010375,0,0,0.31887,1.216546,2.126768,2.618951,2.513366,1.867878,1.036316,0.150664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
