"","median","Depth","d_g_wet_sed","Identifier","NorTi","NorAl","NorSi","NorSr","NorRb","NorCa","NorFe","sedrate.mm","Water","Dry_bulk_density2","Fraction","Percentage","averaged.d13C","averaged.C.N","averaged.d15N","averaged.C","averaged.N","max","min","mean","d.0.5","PrC","age_k","Fe_Ti","Si_Ti","Si_Al"
"1877",30327,147.8,NA,NA,0.761323632950012,0,0.0793241023233983,0.00755556282401426,0.00384319754035357,0.0943440506923258,0.987734475935042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0954091031155718,30.327,1.29739106102319,0.104192355117139,Inf
"1878",30336,147.9,NA,NA,0.786663445276637,0,0.0688572118869292,0.00748246063051399,0.00526933847219295,0.0867359265523073,0.986736322302851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114885601647467,30.336,1.25433096990525,0.0875307125307125,Inf
"1879",30345,148,NA,NA,0.773856858846918,0.0134194831013916,0.0648608349900596,0.00848113364992186,0.00235165602099801,0.084741550695825,0.986117643488947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11382386022028,30.345,1.27428946608848,0.0838150289017341,4.83333333333333
"1880",30357,148.1,NA,NA,0.76123046875,0.005615234375,0.063232421875,0.0122735905212733,0.00705802318659826,0.086181640625,0.97885427591485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111247553284489,30.357,1.28588425726338,0.0830660679923028,11.2608695652174
"1881",30364,148.2,NA,NA,0.780323785803238,0.0087173100871731,0.0547945205479452,0.0101692452967241,0.00582552480569478,0.0854296388542964,0.982537953076197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.123564609525736,30.364,1.25914136023011,0.0702202361953399,6.28571428571429
"1882",30371,148.3,NA,NA,0.777777777777778,0.00299625468164794,0.0679151061173533,0.0102158910685965,0.00368629356041664,0.0938826466916355,0.983440254897198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112012570605434,30.371,1.26442318486783,0.0873194221508828,22.6666666666667
"1883",30381,148.4,NA,NA,0.764952292296951,0.00232720502676286,0.063532697230626,0.00712283642037738,0.00267286965064871,0.106585990225739,0.98857167625047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106715066858824,30.381,1.29233115085131,0.0830544569516276,27.3
"1884",30388,148.5,NA,NA,0.771441925683571,0.00467398924982473,0.059359663472774,0.00992975390811135,0.00498024809013634,0.0934797849964945,0.981508523294957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.116256647961226,30.388,1.27230383858804,0.0769463798848834,12.7
"1885",30396,148.6,NA,NA,0.772198128281214,0.00228258388495777,0.0652818991097923,0.0128051405029822,0.00172169956342618,0.0926729057292855,0.981599335915883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.112626244609666,30.396,1.27117549235811,0.0845403488028377,28.6
"1886",30399,150,NA,175,NA,NA,NA,NA,NA,NA,NA,0.135135135135135,26.4651986209895,0.99,NA,NA,-25.74,NA,NA,0.65,NA,29539,31210,30398,NA,NA,30.399,NA,NA,NA
"1887",30404,148.7,NA,NA,0.7596417019159,0.0161731774073153,0.0656879820850958,0.0107394814493058,0.0066204334736306,0.0985319731276437,0.981202162874646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104634051080323,30.404,1.29166442600498,0.0864723223059286,4.06153846153846
"1888",30412,148.8,NA,NA,0.78785046728972,0.00911214953271028,0.0595794392523364,0.0112371179749531,0.00693448464506971,0.0932242990654206,0.979728830600447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121027148622442,30.412,1.24354667703734,0.0756227758007117,6.53846153846154
"1889",30422,148.9,NA,NA,0.741963322545847,0.0110032362459547,0.0748651564185545,0.0112189435116353,0.00796378446305016,0.0964401294498382,0.979409226483368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0876375508042374,30.422,1.32002377573434,0.1009014248328,6.80392156862745
"1890",30433,149,NA,NA,0.777454056476916,0.0024652622142537,0.0634244733303451,0.0115783708121596,0.0056294312752944,0.0936799641416405,0.980936007059611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115606358033,30.433,1.26172858561545,0.0815797059671375,25.7272727272727
"1891",30443,149.1,NA,NA,0.775597067864743,0.00827618822416647,0.0527311421139749,0.0106181729419662,0.00341734301580521,0.0917474580279026,0.985110148288277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.122436924348282,30.443,1.27013134668022,0.0679878048780488,6.37142857142857
"1892",30452,149.2,NA,NA,0.767948124131542,0.00694766095414544,0.0676238999536823,0.0125965866322565,0.00574527243959015,0.101204261232052,0.980782524540301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107432693504448,30.452,1.27714684588812,0.0880579010856454,9.73333333333333
"1893",30461,149.3,NA,NA,0.78534155597723,0.00450664136622391,0.0642789373814042,0.0106077144218796,0.00433532676372469,0.0922675521821632,0.979507125616862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.117642115635198,30.461,1.24723710105729,0.0818483841739656,14.2631578947368
"1894",30468,149.4,NA,NA,0.757807078417765,0.00809622947027527,0.0656951191302336,0.0113939058001139,0.00489630006004896,0.0983113578533426,0.981230849769812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.104047017461965,30.468,1.29482935395449,0.0866910866910867,8.11428571428572
"1895",30470,151,NA,176,NA,NA,NA,NA,NA,NA,NA,0.135135135135135,28.8774492549572,0.908916667,"sumdepth69",74.749478,-24.42,3.4,6.04,0.5,0.133,29651,31275,30472,7.565,NA,30.47,NA,NA,NA
"1896",30470,151,NA,176,NA,NA,NA,NA,NA,NA,NA,0.135135135135135,28.8774492549572,0.908916667,"sumdepth_sand",6.187394,-24.42,3.4,6.04,0.5,0.133,29651,31275,30472,7.565,NA,30.47,NA,NA,NA
"1897",30470,151,NA,176,NA,NA,NA,NA,NA,NA,NA,0.135135135135135,28.8774492549572,0.908916667,"sumdepth2",19.063128,-24.42,3.4,6.04,0.5,0.133,29651,31275,30472,7.565,NA,30.47,NA,NA,NA
"1898",30477,149.5,NA,NA,0.758172965453281,0.0159981451425922,0.0716438673776953,0.0107692080421905,0.00602721108534117,0.0950614421516346,0.981608142643996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0995807424833356,30.477,1.29470211597051,0.0944954128440367,4.47826086956522
"1899",30485,149.6,NA,NA,0.773618145782867,0.00110107905747633,0.0693679806210086,0.0110223869955796,0.00658776557821189,0.0944725831314688,0.980008555539712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109861675161566,30.485,1.26678589544715,0.089666951323655,63
"1900",30494,149.7,NA,NA,0.78034169070335,0.00554692700244065,0.067006878189483,0.00925572238709488,0.00357006434930802,0.0885289549589527,0.985308377163341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114120681109626,30.494,1.2626627397996,0.0858686380437873,12.08
"1901",30506,149.8,NA,NA,0.761820199778024,0.00665926748057714,0.0756936736958935,0.0113351418725713,0.00470708996260723,0.0994450610432852,0.983253904245179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0979600944535414,30.506,1.29066399726822,0.0993589743589744,11.3666666666667
"1902",30513,149.9,NA,NA,0.760052162573354,0.00478156922408172,0.0738969789176266,0.0095110913272498,0.00108316640700349,0.0954140404259943,0.988085169522962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0985092972868163,30.513,1.30002283813988,0.097226193880469,15.4545454545455
"1903",30523,150,NA,NA,0.772244217545322,0.0056261721191915,0.0775161491977495,0.0105889456709032,0.00480110749473498,0.0898103771619087,0.983785216712567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.103621424667554,30.523,1.27393018213805,0.100377765785213,13.7777777777778
"1904",30530,150.1,NA,NA,0.754174593109279,0.00169097442401184,0.0851828366095963,0.00776869158878505,0.00627920560747664,0.0923694779116466,0.983250584112149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0876607715544016,30.53,1.30374397798054,0.112948430493274,50.375
"1905",30536,150.2,NA,NA,0.749732391350888,0.00513808606294155,0.0822093770070649,0.0117306342148374,0.00396384273344255,0.0944123314065511,0.982257781418207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0872601424231528,30.536,1.31014451656323,0.109651627641348,16
"1906",30539,150.3,NA,NA,0.760190217391304,0.00588768115942029,0.0824275362318841,0.00792452830188679,0.00447024673439768,0.102128623188406,0.986052249637155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0912837414097977,30.539,1.29711252141724,0.108430145963658,14
"1907",30543,152,NA,177,NA,NA,NA,NA,NA,NA,NA,0.135135135135135,28.4425401470025,0.99,NA,NA,-24.9233333333333,NA,NA,0.466666666666667,NA,29769,31341,30546,NA,NA,30.543,NA,NA,NA
"1908",30548,150.4,NA,NA,0.746551724137931,0.00948275862068966,0.0838362068965517,0.00922308709061536,0.0040975179908944,0.0980603448275862,0.984799530033779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0826284488982854,30.548,1.31913101020691,0.11229792147806,8.84090909090909
"1909",30552,150.5,NA,NA,0.759410430839002,0.0072562358276644,0.0693877551020408,0.0120011246429998,0.00569720467022804,0.0859410430839002,0.979179306568803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105201382721895,30.552,1.28939407045937,0.0913705583756345,9.5625
"1910",30560,150.6,NA,NA,0.760018214936248,0.00295992714025501,0.0787795992714025,0.0105025044433673,0.00537610716961177,0.0849271402550091,0.983401636334259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0971772153194306,30.56,1.29391851011985,0.103654883163571,26.6153846153846
"1911",30567,150.7,NA,NA,0.762622950819672,0.00546448087431694,0.0730054644808743,0.00774062754373301,0.00818602079525733,0.0904918032786885,0.98198461089524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102004080499381,30.567,1.28764104180158,0.0957294353683004,13.36
"1912",30574,150.8,NA,NA,0.738185654008439,0.00907172995780591,0.0877637130801688,0.00955658066745804,0.00578503703926312,0.0985232067510549,0.98296043635708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0744807471019692,30.574,1.33158973087527,0.118891111746213,9.67441860465116
"1913",30582,150.9,NA,NA,0.777702243371856,0.00770450940403354,0.0718332200317244,0.00873518277167504,0.00496493514553466,0.0926807160661681,0.984748339849811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109020328724678,30.582,1.26622797895024,0.0923659673659674,9.3235294117647
"1914",30589,151,NA,NA,0.777801448657861,0.0066041755432467,0.072006817213464,0.0108576140736669,0.00590984057174272,0.0901150404772049,0.981293140309083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109899688851879,30.589,1.26162421271181,0.0925773760613531,10.9032258064516
"1915",30593,151.1,NA,NA,0.768943325721403,0.00103799045048786,0.0801328627776624,0.00973587366655797,0.00388192729926554,0.091965953913224,0.985279731681185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0994159865434706,30.593,1.28134245883053,0.104211663066955,77.2
"1916",30602,151.2,NA,NA,0.785166770250673,0.00911539258338512,0.0640149160969546,0.00979411040931835,0.0037404642769256,0.0847317174228299,0.984857681896481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.118253814082944,30.602,1.25432929565021,0.0815303430079156,7.02272727272727
"1917",30610,151.3,NA,NA,0.781976112920738,0.00629750271444083,0.0694896851248643,0.0102164177833779,0.0062660695738051,0.0807817589576547,0.978324166936267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.115437203325569,30.61,1.25109213794543,0.0888642043876701,11.0344827586207
"1918",30617,151.4,NA,NA,0.790431266846361,0.00224618149146451,0.0718778077268643,0.00923376536162783,0.00552347055268283,0.0891734052111411,0.983345645020482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.114483175714758,30.617,1.24406218006001,0.0909349246945155,32
"1919",30622,153,NA,178,NA,NA,NA,NA,NA,NA,NA,0.135135135135135,29.0291105807937,0.99,NA,NA,-24.56,3.5,6.1,0.5,0.129,29897,31420,30620,NA,NA,30.622,NA,NA,NA
"1920",30625,151.5,NA,NA,0.768528822612954,0.00556421099488093,0.0667705319385711,0.0106305045012779,0.00569782017679522,0.0981526819496995,0.980855324205968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.108737879371309,30.625,1.27627656288949,0.0868809730668983,12
"1921",30635,151.6,NA,NA,0.761353898886033,0.0083547557840617,0.0728363324764353,0.0102045563809494,0.00097703199392069,0.0942587832047986,0.985608163645105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100114682409427,30.635,1.29454668201895,0.0956668542487338,8.71794871794872
"1922",30640,151.7,NA,NA,0.757343550446999,0.00851426138782461,0.0747126436781609,0.00764720876879939,0.00514312276019253,0.0915283099191145,0.985155418272331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0968359449796106,30.64,1.30080386594812,0.0986509274873524,8.775
"1923",30647,151.8,NA,NA,0.765573089700997,0.0126661129568106,0.0743355481727575,0.0101807075591754,0.00420702768254158,0.0882475083056478,0.983995328851826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102277134729421,30.647,1.28530553397081,0.0970979115812313,5.86885245901639
"1924",30654,151.9,NA,NA,0.754863813229572,0.00799827064418504,0.0698227410289667,0.0129502163502256,0.00603624828690658,0.0964115866839602,0.979643060624259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0996223214920043,30.654,1.29777457000224,0.0924971363115693,8.72972972972973
"1925",30659,152,NA,NA,0.766541038525963,0.00732830820770519,0.0799832495812395,0.011654560609669,0.00443557989997618,0.0898241206030151,0.981066920695404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0987916398657602,30.659,1.27986222705306,0.104343075662387,10.9142857142857
"1926",30668,152.1,NA,NA,0.752769932652618,0.0106452313708451,0.0784271127525527,0.0118029447448437,0.00419393975705106,0.0984140777753639,0.981876188907029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0909715348741769,30.668,1.30435096610074,0.104184704184704,7.36734693877551
"1927",30674,152.2,NA,NA,0.780859623120898,0.00571670548380267,0.0730467922930341,0.00763798145728331,0.00580237695227428,0.0876561507516409,0.983075104225002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.110272064928416,30.674,1.25896521617535,0.0935466377440347,12.7777777777778
"1928",30681,152.3,NA,NA,0.757575757575758,0.00518341307814992,0.0863237639553429,0.0127489427143406,0.00598231449442522,0.0919059011164274,0.979761630142253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0894427338083956,30.681,1.29328535178777,0.113947368421053,16.6538461538462
"1929",30690,152.4,NA,NA,0.752701080432173,0.0130052020808323,0.0840336134453782,0.00975704800587521,0.00325234933529174,0.0916366546618647,0.985716640937636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0866365838923743,30.69,1.30957250701922,0.111642743221691,6.46153846153846
"1930",30693,154,512,179,NA,NA,NA,NA,NA,NA,NA,0.135135135135135,34.0222962583291,1.00910120311394,NA,NA,-21.435,NA,NA,0.5,NA,29968,31487,30694,NA,NA,30.693,NA,NA,NA
"1931",30698,152.5,NA,NA,0.770206670759157,0.0106404747288725,0.0695723347657049,0.0114396495589889,0.00594920973184159,0.100470636382239,0.97996211448529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.106838170300131,30.698,1.27233657106525,0.0903294367693943,6.53846153846154
"1932",30705,152.6,NA,NA,0.780757769263516,0.0042571306939123,0.0670498084291188,0.00988525235399195,0.00416300826546368,0.0957854406130268,0.983908080777499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.113059316115705,30.705,1.26019633683007,0.0858778625954199,15.75
"1933",30709,152.7,NA,NA,0.776386036960986,0.00841889117043121,0.0702258726899384,0.00822898032200358,0.00585867620751342,0.0946611909650924,0.983676207513417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.109402447497356,30.709,1.26699368701146,0.0904522613065327,8.34146341463414
"1934",30714,152.8,NA,NA,0.762224554039874,0.00587618048268625,0.0833158447009444,0.0121399369597104,0.00418188059794651,0.0942287513116474,0.981821302624598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0934450145303717,30.714,1.28809980919775,0.109306167400881,14.1785714285714
"1935",30720,152.9,NA,NA,0.757103767627868,0.0122079562197432,0.0780888234055988,0.0104055537517201,0.00627734743417289,0.0970322037465797,0.981477186635125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0933591010182652,30.72,1.29635755176633,0.103141506811232,6.39655172413793
"1936",30728,153,NA,NA,0.763521756811712,0.010980073200488,0.0805205368035787,0.00795438656454394,0.0069290164214582,0.0947539650264335,0.984417481007348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0951653289794024,30.728,1.28931163025144,0.105459387483356,7.33333333333333
"1937",30734,153.1,NA,NA,0.772888713496448,0.00315706393054459,0.0779400157853197,0.0121865091887181,0.00632616568242949,0.0980662983425414,0.979518850771612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102920629246617,30.734,1.26734785185359,0.100842481490937,24.6875
"1938",30741,153.2,NA,NA,0.75253832371093,0.0091578737806092,0.0967549273342624,0.0125761068747414,0.00605899391145002,0.0909814851682262,0.977300939882958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0784931308798541,30.741,1.29867265106669,0.128571428571429,10.5652173913043
"1939",30750,153.3,NA,NA,0.784108832807571,0.00492902208201893,0.0723580441640378,0.00885556572305694,0.00501815390973227,0.0942429022082019,0.98372051834578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.111059172402563,30.75,1.25457140282871,0.0922806135277848,14.68
"1940",30756,153.4,NA,NA,0.752182797696452,0.0128181311536318,0.0869403678246331,0.0107909852836423,0.00548642791106531,0.0938138584432473,0.983131507555205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0840758849202962,30.756,1.30703801066181,0.115584094838232,6.78260869565217
"1941",30762,155,NA,180,NA,NA,NA,NA,NA,NA,NA,0.142857142857143,30.2414621876921,0.941209180062683,NA,NA,-25.05,3.8,6.08,0.5,0.134,30009,31583,30768,NA,NA,30.762,NA,NA,NA
"1942",30763,153.5,NA,NA,0.774297037176826,0.00679373466691829,0.0756746555953954,0.0094599037570613,0.00835400663538273,0.0894508397810908,0.981618196491018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.105598472814542,30.763,1.26775403928977,0.0977333658298806,11.1388888888889
"1943",30771,153.6,NA,NA,0.774282888229476,0.00731948565776459,0.0811078140454995,0.00938114081132736,0.00528950981183881,0.0890207715133531,0.980201351314975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102307396493236,30.771,1.26594732521645,0.104752171691364,11.0810810810811
"1944",30780,153.7,NA,NA,0.757563850687623,0.00628683693516699,0.0858546168958743,0.0109943362510222,0.00408880273798346,0.103339882121807,0.982084986522095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0875082223429016,30.78,1.29637255741635,0.113329875518672,13.65625
"1945",30790,153.8,NA,NA,0.753101240496199,0.0116046418567427,0.0898359343737495,0.00975729120467371,0.00523039747962133,0.0908363345338135,0.984109991282671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0828136940177764,30.79,1.30674328810595,0.119287991498406,7.74137931034483
"1946",30797,153.9,NA,NA,0.751070455430128,0.00467107824056053,0.0889451148306734,0.00851760851760852,0.0054947509492964,0.0953678474114441,0.984662348298712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0820923655572292,30.797,1.31101195790588,0.118424462295932,19.0416666666667
"1947",30805,154,NA,NA,0.747722625023238,0.0113403978434653,0.0938836214909834,0.0118102670982809,0.00538039702600033,0.095556794943298,0.97998610556812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0766491550318662,30.805,1.31062786222052,0.125559423172551,8.27868852459016
"1948",30810,154.1,NA,NA,0.740045941807044,0.00976263399693721,0.0928407350689127,0.00852057369841414,0.0046696382546469,0.0930321592649311,0.98582431244125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0718935086131747,30.81,1.33211231458694,0.125452664252457,9.50980392156863
"1949",30817,154.2,NA,NA,0.76908023483366,0.00489236790606654,0.0857142857142857,0.0108771610002127,0.00481572630875338,0.0933463796477495,0.983745024762252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0952192528879992,30.817,1.27911884899112,0.111450381679389,17.52
"1950",30824,154.3,NA,NA,0.738976083707025,0.0123318385650224,0.110612855007474,0.0092304021711576,0.0056515709577847,0.0917414050822123,0.984372437034938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0586451444722745,30.824,1.33207617775246,0.14968394437421,8.96969696969697
"1951",30830,156,NA,181,NA,NA,NA,NA,NA,NA,NA,0.142857142857143,35.5770739822342,1.0050601556971,NA,NA,-25.45,NA,NA,0.5,NA,30147,31673,30838,NA,NA,30.83,NA,NA,NA
"1952",30832,154.4,NA,NA,0.738183096116675,0.014760147601476,0.105078193639079,0.00875338672700747,0.00637151278768571,0.0899666139518538,0.984368952273201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0619779438057662,30.832,1.33350242975168,0.142347060223756,7.11904761904762
"1953",30841,154.5,NA,NA,0.746392115452306,0.00492784230904611,0.0948609644491376,0.00918610529356539,0.00313425290676681,0.099964801126364,0.985599768903011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0740479221924682,30.841,1.32048523624308,0.127092666823862,19.25
"1954",30849,154.6,NA,NA,0.75469888761028,0.00575373993095512,0.0970464135021097,0.00676560768112395,0.00352675294016036,0.0972382048331415,0.987893880723776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077426715628046,30.849,1.30899077359435,0.12858958068615,16.8666666666667
"1955",30858,154.7,NA,NA,0.740734385724091,0.00892244337680165,0.105010295126973,0.00822244174559823,0.00451798477540822,0.0916266300617708,0.985400081352781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0637569573376584,30.858,1.3303015228455,0.14176511466296,11.7692307692308
"1956",30864,154.8,NA,NA,0.742139570552147,0.00901073619631902,0.101993865030675,0.00978126589637381,0.00507230579173025,0.0881901840490798,0.983940120630768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0674509162677821,30.864,1.32581546608372,0.137432188065099,11.3191489361702
"1957",30873,154.9,NA,NA,0.741077556623198,0.00857927247769389,0.105868222374743,0.00868541803229843,0.00466301173946725,0.0986616334934798,0.985549132947977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0625073055603213,30.873,1.32988662811318,0.142857142857143,12.34
"1958",30881,155,NA,NA,0.73842802686513,0.00544563441640951,0.104737701942276,0.0105136631976143,0.00605562655955207,0.0936649119622436,0.981559247763374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0634395384729845,30.881,1.32925513665891,0.141838741396264,19.2333333333333
"1959",30885,155.1,NA,NA,0.751435451009446,0.00907575476940174,0.0931654010001852,0.00933953986407103,0.00206719114825776,0.0964993517318022,0.98701684983864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0784771392308815,30.885,1.31350849698763,0.123983238846438,10.265306122449
"1960",30890,155.2,NA,NA,0.786351914302718,0.00495933346558223,0.0607022416187264,0.00881316098707403,0.00290679695714021,0.0902598690735965,0.98512585812357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.119568537199919,30.89,1.25277988163494,0.0771947527749748,12.24
"1961",30892,157,NA,182,NA,NA,NA,NA,NA,NA,NA,0.142857142857143,30.10953298026,0.99,NA,NA,-22.2,NA,NA,0.65,NA,30268,31731,30908,NA,NA,30.892,NA,NA,NA
"1962",30895,155.3,NA,NA,0.767782007613705,0.00661190142256061,0.0805449809657383,0.00970978034114615,0.00539943551355995,0.0873572430374674,0.980963921953614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0995467841588373,30.895,1.27765942966349,0.104906054279749,12.1818181818182
"1963",30899,155.4,NA,NA,0.775547818963752,0.00655334835142331,0.0667622363301249,0.00940931243027421,0.00509365275086607,0.0896989555601065,0.984175914508837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11238344463073,30.899,1.26900739121908,0.0860839714813837,10.1875
"1964",30904,155.5,NA,NA,0.772644376899696,0.00344478216818642,0.0697061803444782,0.0106698550110482,0.0067348730211581,0.0972644376899696,0.980839664618458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.10829132241772,30.904,1.26945810251563,0.0902176763703121,20.2352941176471
"1965",30908,155.6,NA,NA,0.76082229689662,0.00948804111484483,0.0709626408381103,0.0118226746766891,0.00535645586102808,0.103577782170389,0.981474357077328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.100344768860544,30.908,1.29001786761606,0.0932709794751884,7.47916666666667
"1966",30913,155.7,NA,NA,0.768598202333142,0.00860585197934595,0.067316886593995,0.00886052241063839,0.00259332363238197,0.0917957544463569,0.988214784826175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.107844187870516,30.913,1.2857365289515,0.0875839761134611,7.82222222222222
"1967",30918,155.8,NA,NA,0.749569871917415,0.0103230739820302,0.0797170713056777,0.00926900584795322,0.00461988304093567,0.105333588224049,0.984488304093567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0865303555973083,30.918,1.31340431489759,0.106350420811018,7.72222222222222
