"","median","Depth","d_g_wet_sed","Identifier","NorTi","NorAl","NorSi","NorSr","NorRb","NorCa","NorFe","sedrate.mm","Water","Dry_bulk_density2","Fraction","Percentage","averaged.d13C","averaged.C.N","averaged.d15N","averaged.C","averaged.N","max","min","mean","d.0.5","PrC","age_k","Fe_Ti","Si_Ti","Si_Al"
"566",8930,39,NA,NA,0.287671232876712,0.103718199608611,0.0469667318982387,0.00727428326914848,0,0.0626223091976517,0.851519041506204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.656067681097032,8.93,2.96004238237871,0.163265306122449,0.452830188679245
"567",8946,40,40009.371083805,68,NA,NA,NA,NA,NA,NA,NA,0.0364963503649635,59.1554098941494,0.212901627742392,NA,NA,-24.74,NA,NA,36.9,NA,7914,9762,8933,NA,NA,8.946,NA,NA,NA
"568",8946,40,40009.371083805,68,NA,NA,NA,NA,NA,NA,NA,0.0364963503649635,59.1554098941494,0.212901627742392,NA,NA,-24.74,NA,NA,36.9,NA,7914,9762,8933,NA,NA,8.946,NA,NA,NA
"569",8946,40,40009.371083805,68,NA,NA,NA,NA,NA,NA,NA,0.0364963503649635,59.1554098941494,0.212901627742392,NA,NA,-24.74,NA,NA,36.9,NA,7914,9762,8933,NA,NA,8.946,NA,NA,NA
"570",8946,40,40009.371083805,68,NA,NA,NA,NA,NA,NA,NA,0.0364963503649635,59.1554098941494,0.212901627742392,NA,NA,-24.74,NA,NA,36.9,NA,7914,9762,8933,NA,NA,8.946,NA,NA,NA
"571",8946,40,40009.371083805,68,NA,NA,NA,NA,NA,NA,NA,0.0364963503649635,59.1554098941494,0.212901627742392,NA,NA,-24.74,NA,NA,36.9,NA,7914,9762,8933,NA,NA,8.946,NA,NA,NA
"572",8946,40,40009.371083805,68,NA,NA,NA,NA,NA,NA,NA,0.0364963503649635,59.1554098941494,0.212901627742392,NA,NA,-24.74,NA,NA,36.9,NA,7914,9762,8933,NA,NA,8.946,NA,NA,NA
"573",8946,40,40009.371083805,68,NA,NA,NA,NA,NA,NA,NA,0.0364963503649635,59.1554098941494,0.212901627742392,NA,NA,-24.74,NA,NA,36.9,NA,7914,9762,8933,NA,NA,8.946,NA,NA,NA
"574",8946,40,40009.371083805,68,NA,NA,NA,NA,NA,NA,NA,0.0364963503649635,59.1554098941494,0.212901627742392,NA,NA,-24.74,NA,NA,36.9,NA,7914,9762,8933,NA,NA,8.946,NA,NA,NA
"575",8946,40,40009.371083805,68,NA,NA,NA,NA,NA,NA,NA,0.0364963503649635,59.1554098941494,0.212901627742392,NA,NA,-24.74,NA,NA,36.9,NA,7914,9762,8933,NA,NA,8.946,NA,NA,NA
"576",8946,40,40009.371083805,68,NA,NA,NA,NA,NA,NA,NA,0.0364963503649635,59.1554098941494,0.212901627742392,NA,NA,-24.74,NA,NA,36.9,NA,7914,9762,8933,NA,NA,8.946,NA,NA,NA
"577",8952,39.1,NA,NA,0.354304635761589,0.0960264900662252,0.102649006622517,0,0.024364406779661,0.054635761589404,0.854519774011299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62252100210917,8.952,2.41182216590105,0.289719626168224,1.06896551724138
"578",8968,39.2,NA,NA,0.419301164725458,0.086522462562396,0.116472545757072,0.0183997769724003,0,0.114808652246256,0.822414273766379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.540009258644685,8.968,1.9613927719587,0.277777777777778,1.34615384615385
"579",8984,39.3,NA,NA,0.248380129589633,0.116630669546436,0.14902807775378,0.0311227457824316,0,0.0496760259179266,0.889179755671902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.742706537426076,8.984,3.57991501631383,0.6,1.27777777777778
"580",9007,39.4,NA,NA,0.134246575342466,0.0986301369863014,0.120547945205479,0,0,0.0136986301369863,0.88510771152045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.817131894674432,9.007,6.59314927969314,0.897959183673469,1.22222222222222
"581",9032,39.5,NA,NA,NA,NA,NA,0.0416275430359937,0,NA,0.860719874804382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.032,NA,NA,NA
"582",9052,39.6,NA,NA,NA,NA,NA,0.00634390651085142,0,NA,0.872787979966611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.052,NA,NA,NA
"583",9069,39.7,NA,NA,0.151639344262295,0.190573770491803,0.180327868852459,0.0277594183740912,0.0343688037012558,0.0286885245901639,0.832452081956378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.991862862437337,9.069,5.48968399992855,1.18918918918919,0.946236559139785
"584",9092,39.8,NA,NA,NA,NA,NA,0.0415949512335054,0.00545037292025244,NA,0.864027538726334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.092,NA,NA,NA
"585",9115,39.9,NA,NA,NA,NA,NA,0.0195620437956204,0.0391240875912409,NA,0.87970802919708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.115,NA,NA,NA
"586",9138,40,NA,NA,NA,NA,NA,0.0174418604651163,0,NA,0.91343669250646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.138,NA,NA,NA
"587",9162,40.1,NA,NA,0.272365805168986,0.133200795228628,0.153081510934394,0.0506433068710649,0,0.0536779324055666,0.909115795236792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.734192867737555,9.162,3.33784850367961,0.562043795620438,1.14925373134328
"588",9192,40.2,NA,NA,0.468965517241379,0.118965517241379,0.0275862068965517,0.00716662400819043,0.0107499360122856,0.0568965517241379,0.892756590734579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.448182548482254,9.192,1.90367214200756,0.0588235294117647,0.231884057971014
"589",9210,41,NA,69,NA,NA,NA,NA,NA,NA,NA,0.0363636363636364,59.0654876789802,0.175343241330502,NA,NA,-26.67,31.4,4.83,33.1,1.054,8479,9826,9207,NA,NA,9.21,NA,NA,NA
"590",9214,40.3,NA,NA,NA,NA,NA,0.0375321336760925,0.0488431876606684,NA,0.888174807197943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.214,NA,NA,NA
"591",9240,40.4,NA,NA,0.407317073170732,0.0829268292682927,0.0390243902439024,0.0606439512347609,0.0143794935917474,0.119512195121951,0.848077524226321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.533074657433433,9.24,2.08210649660354,0.0958083832335329,0.470588235294118
"592",9265,40.5,NA,NA,0.375486381322957,0.1284046692607,0.0466926070038911,0.048,0,0.130350194552529,0.86368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.585314109300652,9.265,2.30016331606218,0.124352331606218,0.363636363636364
"593",9293,40.6,NA,NA,0.322485207100592,0.0177514792899408,0.14792899408284,0,0,0.0325443786982249,0.918590522478736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.641350058086038,9.293,2.84847336328269,0.458715596330275,8.33333333333333
"594",9314,40.7,NA,NA,0.289583333333333,0.0791666666666667,0.170833333333333,0.0785880785880786,0.0652680652680653,0.00833333333333333,0.79020979020979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16448479399946,9.314,2.72878200935755,0.589928057553957,2.15789473684211
"595",9341,40.8,NA,NA,0.241516966067864,0.173652694610778,0.0898203592814371,0.0547180346175321,0,0.11377245508982,0.909547738693467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.741541474645773,9.341,3.76597865359857,0.371900826446281,0.517241379310345
"596",9371,40.9,NA,NA,0.340425531914894,0.0851063829787234,0.0967117988394584,0,0.00542822677925211,0.0909090909090909,0.983715319662244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.644749486955228,9.371,2.88966375150784,0.284090909090909,1.13636363636364
"597",9397,41,NA,NA,0.302439024390244,0.124390243902439,0.0585365853658537,0.0248922929631403,0.0253709909047391,0.0219512195121951,0.857826711345141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.668167737932843,9.397,2.83636251331861,0.193548387096774,0.470588235294118
"598",9424,41.1,NA,NA,0.30155979202773,0.157712305025997,0.162911611785095,0.0283806343906511,0.0243739565943239,0.0502599653379549,0.904173622704508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.728817899473717,9.424,2.99832287529023,0.540229885057471,1.03296703296703
"599",9442,41.2,NA,NA,0.29,0.136,0.11,0.0886818495514148,0,0.078,0.80503795721187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16816366089627,9.442,2.775992955903,0.379310344827586,0.808823529411765
"600",9463,41.3,NA,NA,0.382743362831858,0.141592920353982,0.0641592920353982,0.0326460481099656,0,0,0.879295532646048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.628904970311576,9.463,2.29735017778043,0.167630057803468,0.453125
"601",9470,42,NA,70,NA,NA,NA,NA,NA,NA,NA,0.0363636363636364,58.2361004312795,0.505789101203114,"sumdepth2",9.478023,-26.2733333333333,NA,NA,15.3333333333333,NA,9055,9932,9482,16.602,NA,9.47,NA,NA,NA
"602",9470,42,NA,70,NA,NA,NA,NA,NA,NA,NA,0.0363636363636364,58.2361004312795,0.505789101203114,"sumdepth69",76.88272,-26.2733333333333,NA,NA,15.3333333333333,NA,9055,9932,9482,16.602,NA,9.47,NA,NA,NA
"603",9470,42,NA,70,NA,NA,NA,NA,NA,NA,NA,0.0363636363636364,58.2361004312795,0.505789101203114,"sumdepth_sand",13.639257,-26.2733333333333,NA,NA,15.3333333333333,NA,9055,9932,9482,16.602,NA,9.47,NA,NA,NA
"604",9485,41.4,NA,NA,0.26875,0.127083333333333,0.0666666666666667,0.0532150776053215,0.0532150776053215,0.0875,0.800073909830007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18098282192022,9.485,2.97701919936747,0.248062015503876,0.524590163934426
"605",9506,41.5,NA,NA,0.313953488372093,0.101328903654485,0.10797342192691,0.061898211829436,0.0412654745529574,0.0847176079734219,0.795048143053645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20483643426688,9.506,2.53237556676346,0.343915343915344,1.0655737704918
"606",9528,41.6,NA,NA,NA,NA,NA,0.0274459154020019,0.0122699386503067,NA,0.871811430416532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.528,NA,NA,NA
"607",9548,41.7,NA,NA,0.191435768261965,0.0654911838790932,0.246851385390428,0.0774278215223097,0.0203412073490814,0.0931989924433249,0.788057742782152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.07717462574391,9.548,4.11656478795414,1.28947368421053,3.76923076923077
"608",9567,41.8,NA,NA,NA,NA,NA,0.0275211701308699,0,NA,0.879715165511932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.567,NA,NA,NA
"609",9586,41.9,NA,NA,0.419565217391304,0.141304347826087,0.0804347826086956,0.0242110990206746,0,0.0108695652173913,0.849564744287269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59750345964317,9.586,2.02486933871577,0.191709844559585,0.569230769230769
"610",9604,42,NA,NA,0.297297297297297,0.185810810810811,0.126689189189189,0.0431940892298949,0.0136402387041773,0.0591216216216216,0.816993464052288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14316588394573,9.604,2.74806892453951,0.426136363636364,0.681818181818182
"611",9620,42.1,NA,NA,0.229398663697105,0.135857461024499,0.160356347438753,0,0,0.0690423162583519,0.883110687022901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.767347362893069,9.62,3.84967668420663,0.699029126213592,1.18032786885246
"612",9641,42.2,NA,NA,0.298816568047337,0.183431952662722,0.0976331360946746,0.0510293473499781,0.0122645641699518,0,0.836618484450285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.715902599401928,9.641,2.79977274994254,0.326732673267327,0.532258064516129
"613",9659,42.3,NA,NA,NA,NA,NA,0.0168572266197596,0,NA,0.929932571093521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.659,NA,NA,NA
"614",9673,42.4,NA,NA,0.421810699588477,0.0637860082304527,0.0740740740740741,0.0163830125656116,0,0.0679012345679012,0.938444409098139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551375327769719,9.673,2.22479991620339,0.175609756097561,1.16129032258065
"615",9691,42.5,NA,NA,0.36,0.11,0.05,0.0403243973867988,0,0.108,0.873394908763235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.596037737791573,9.691,2.42609696878676,0.138888888888889,0.454545454545455
"616",9705,43,24785.998909416,71,NA,NA,NA,NA,NA,NA,NA,0.0364963503649635,46.0163566811766,0.582564498488065,NA,NA,-26.87,NA,NA,6.7,NA,9555,10266,9757,NA,NA,9.705,NA,NA,NA
"617",9705,43,24785.998909416,71,NA,NA,NA,NA,NA,NA,NA,0.0364963503649635,46.0163566811766,0.582564498488065,NA,NA,-26.87,NA,NA,6.7,NA,9555,10266,9757,NA,NA,9.705,NA,NA,NA
"618",9705,43,24785.998909416,71,NA,NA,NA,NA,NA,NA,NA,0.0364963503649635,46.0163566811766,0.582564498488065,NA,NA,-26.87,NA,NA,6.7,NA,9555,10266,9757,NA,NA,9.705,NA,NA,NA
"619",9705,43,24785.998909416,71,NA,NA,NA,NA,NA,NA,NA,0.0364963503649635,46.0163566811766,0.582564498488065,NA,NA,-26.87,NA,NA,6.7,NA,9555,10266,9757,NA,NA,9.705,NA,NA,NA
"620",9710,42.6,NA,NA,0.474193548387097,0.120967741935484,0.111290322580645,0.0167776298268975,0,0.0112903225806452,0.935153129161118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.415212327204702,9.71,1.97209163292481,0.23469387755102,0.92
"621",9730,42.7,NA,NA,0.481540930979133,0.110754414125201,0.0449438202247191,0.0516912402428448,0,0.0947030497592295,0.882046834345186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.446201581158574,9.73,1.8317172593235,0.0933333333333333,0.405797101449275
"622",9749,42.8,NA,NA,0.688,0,0,0,0,0.042,0.953240152477764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220699141993682,9.749,1.38552347743861,0,NA
"623",9772,42.9,NA,NA,0.464235624123422,0.112201963534362,0.0729312762973352,0.0380105900151286,0.0122919818456884,0.0645161290322581,0.891452344931921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451148415606975,9.772,1.92025837443039,0.157099697885196,0.65
"624",9792,43,NA,NA,0.455284552845528,0.0959349593495935,0.0943089430894309,0.0244096050803731,0.0311569755903949,0.0780487804878049,0.872792220678706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.480166930180786,9.792,1.9170257704193,0.207142857142857,0.983050847457627
"625",9816,43.1,NA,NA,0.544881889763779,0,0.0488188976377953,0.061485227575193,0.00133084908171413,0.0661417322834646,0.822730902315677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414666399893245,9.816,1.50992521089727,0.0895953757225434,Inf
"626",9839,43.2,NA,NA,0.660714285714286,0,0.0686813186813187,0.0789849892780558,0,0.0480769230769231,0.760900643316655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.312073750674178,9.839,1.15163340610088,0.103950103950104,Inf
"627",9867,43.3,NA,NA,0.66832174776564,0.0456802383316783,0.0337636544190665,0.0333333333333333,0.00588235294117647,0.0764647467725919,0.856582633053221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.270637095441178,9.867,1.28169199329063,0.050520059435364,0.739130434782609
"628",9894,43.4,NA,NA,0.689057421451788,0.0108342361863489,0.0325027085590466,0.00974334600760456,0.0201996197718631,0.0931744312026002,0.863117870722434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.241296111074559,9.894,1.25260659540378,0.0471698113207547,3
"629",9918,43.5,NA,NA,0.641693811074919,0.0260586319218241,0.0456026058631922,0,0,0.0803474484256243,0.917443064182195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.280708510510636,9.918,1.42972091727885,0.0710659898477157,1.75
"630",9946,43.6,NA,NA,0.760393873085339,0,0,0.0667670682730924,0.0233433734939759,0.0393873085339169,0.814759036144578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.179325855248052,9.946,1.07149605616711,0,NA
"631",9975,43.7,NA,NA,0.698701298701299,0.038961038961039,0.0298701298701299,0.0346077187896358,0,0.0428571428571429,0.88929153832216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23103817266496,9.975,1.27277785224547,0.0427509293680297,0.766666666666667
"632",9989,44,NA,72,NA,NA,NA,NA,NA,NA,NA,0.0363636363636364,35.9455319784818,0.800424628450106,"sumdepth2",17.595938,-27.46,13.2,4.95,3.2,0.242,9645,10712,10031,10.15,NA,9.989,NA,NA,NA
"633",9989,44,NA,72,NA,NA,NA,NA,NA,NA,NA,0.0363636363636364,35.9455319784818,0.800424628450106,"sumdepth_sand",6.83098,-27.46,13.2,4.95,3.2,0.242,9645,10712,10031,10.15,NA,9.989,NA,NA,NA
"634",9989,44,NA,72,NA,NA,NA,NA,NA,NA,NA,0.0363636363636364,35.9455319784818,0.800424628450106,"sumdepth69",75.57308,-27.46,13.2,4.95,3.2,0.242,9645,10712,10031,10.15,NA,9.989,NA,NA,NA
"635",10001,43.8,NA,NA,0.711217183770883,0,0.0417661097852029,0.0160397173954554,0.000954745083062822,0.102625298329356,0.917700973839985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.202327278959866,10.001,1.29032452362065,0.0587248322147651,Inf
"636",10027,43.9,NA,NA,NA,NA,NA,0.0549889135254989,0.0283813747228381,NA,0.855432372505543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.027,NA,NA,NA
"637",10053,44,NA,NA,0.702578268876611,0.0119705340699816,0.0368324125230203,0.0324015247776366,0,0.076427255985267,0.900254129606099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.220502603644655,10.053,1.28135777818116,0.0524246395806029,3.07692307692308
"638",10079,44.1,NA,NA,0.666921898928024,0.0375191424196018,0.0505359877488515,0.0194215748363943,0.0073886426008022,0.0872894333843798,0.917880515093941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25762242337742,10.079,1.37629386074935,0.0757749712973594,1.3469387755102
"639",10105,44.2,NA,NA,0.686343612334802,0,0.0801762114537445,0.0171714762699738,0.00524683997138087,0.0881057268722467,0.940615311233007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.229376818185303,10.105,1.3704728860712,0.116816431322208,Inf
"640",10131,44.3,NA,NA,0.712246431254696,0.0270473328324568,0.0375657400450789,0.0400159267370098,0.0346406529962174,0.087152516904583,0.882142146127812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.216372162148212,10.131,1.23853501740097,0.0527426160337553,1.38888888888889
"641",10158,44.4,NA,NA,0.767241379310345,0,0,0.0349540078843627,0.0123521681997372,0.0877742946708464,0.896977660972405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.158088775314845,10.158,1.16909447946965,0,NA
"642",10188,44.5,NA,NA,0.766981943250215,0,0,0.0581982460802551,0,0.0773860705073087,0.885463725750731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162091301648281,10.188,1.15447792942612,0,NA
"643",10216,44.6,NA,NA,0.715677590788308,0,0.0549158547387068,0.0455519828510182,0,0.12577502214349,0.871918542336549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20743958979087,10.216,1.21831192363609,0.0767326732673267,Inf
"644",10241,44.7,NA,NA,0.775018811136193,0.0300978179082017,0.00601956358164033,0.0352764573430073,0.0312734550913185,0.0714823175319789,0.87215411558669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.161201003378932,10.241,1.12533283457739,0.00776699029126214,0.2
"645",10258,45,NA,73,NA,NA,NA,NA,NA,NA,NA,0.0245098039215686,29.4401026010982,0.802292993630573,NA,NA,-26.98,NA,NA,3.3,NA,9690,11183,10306,NA,NA,10.258,NA,NA,NA
"646",10272,44.8,NA,NA,NA,NA,NA,0,0.00380408939610081,NA,0.94151212553495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.272,NA,NA,NA
"647",10300,44.9,NA,NA,0.692765957446808,0,0.0272340425531915,0.0301746956061408,0,0.109787234042553,0.927474854420328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221176752826629,10.3,1.33879969771976,0.0393120393120393,Inf
"648",10326,45,NA,NA,0.758646616541353,0,0.0278195488721805,0.0597852611029771,0.0131771595900439,0.0789473684210526,0.841386041971694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.171493122435118,10.326,1.10906187891214,0.0366699702675917,Inf
"649",10357,45.1,NA,NA,0.740644038294169,0,0.0382941688424717,0.0675283566341335,0,0.0757180156657963,0.849907676074914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188113803432688,10.357,1.1475251701646,0.0517038777908343,Inf
"650",10390,45.2,NA,NA,0.739747634069401,0,0.0102523659305994,0.00135427952329361,0,0.0977917981072555,0.955308775731311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.167473981276113,10.39,1.29139821708668,0.0138592750533049,Inf
"651",10418,45.3,NA,NA,0.671848013816926,0.0164075993091537,0.0414507772020725,0.0276941601444913,0.0219747140276942,0.0967184801381693,0.894340758579169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25527913509196,10.418,1.33116529361784,0.0616966580976864,2.52631578947368
"652",10443,45.4,NA,NA,0.679747722494744,0.0350385423966363,0.0623686054660126,0.0396548181631395,0.0108896650914321,0.0861948142957253,0.885555783850421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253326823836618,10.443,1.30277124077789,0.0917525773195876,1.78
"653",10473,45.5,NA,NA,0.714918759231906,0.017725258493353,0.0502215657311669,0.0122959508161967,0,0.0642540620384047,0.935128259486962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.202041329101176,10.473,1.30802031337329,0.0702479338842975,2.83333333333333
"654",10503,45.6,NA,NA,0.721345229924502,0.0253946465339739,0.061770761839396,0.0521097532856813,0,0.0878517501715854,0.916532165091077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.200549063642321,10.503,1.27058740679134,0.0856327307326356,2.43243243243243
"655",10537,45.7,NA,NA,0.711864406779661,0.0250847457627119,0.0345762711864407,0.0232690124858116,0.0262958758986001,0.0854237288135593,0.909004918653046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.209537737245865,10.537,1.27693548096499,0.0485714285714286,1.37837837837838
"656",10572,45.8,NA,NA,NA,NA,NA,0.01577161110002,0,NA,0.924535835496107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.572,NA,NA,NA
"657",10609,45.9,NA,NA,0.738461538461539,0.00452488687782805,0.0452488687782805,0.0632032559253052,0.00861862580799617,0.0769230769230769,0.866650706248504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.187725529089764,10.609,1.17358949804485,0.0612745098039216,10
"658",10638,46,NA,NA,0.746794871794872,0.0280448717948718,0.00641025641025641,0.0322170411191183,0.0137770241627808,0.0657051282051282,0.915642221280203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.177671747680236,10.638,1.22609602162843,0.00858369098712446,0.228571428571429
"659",10665,46.1,NA,NA,0.732171156893819,0.0126782884310618,0.0641838351822504,0.0160777715460834,0.0416900355206581,0.0665610142630745,0.897924845765564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.188550981290331,10.665,1.22638653177072,0.0876623376623377,5.0625
"660",10698,46.2,NA,NA,0.67983651226158,0.029291553133515,0.0517711171662125,0.0493804327723322,0,0.0974114441416894,0.884039208433512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.253333284459192,10.698,1.30037029857755,0.0761523046092184,1.76744186046512
"661",10726,46,NA,74,NA,NA,NA,NA,NA,NA,NA,0.0245098039215686,28.0015426688171,1.09273885350318,NA,NA,-25.015,NA,NA,1.75,NA,10039,11461,10714,NA,NA,10.726,NA,NA,NA
"662",10731,46.3,NA,NA,0.729690869877786,0.0265995686556434,0.0230050323508267,0.0215936739659367,0.017183698296837,0.0862688713156003,0.909823600973236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.191397814072786,10.731,1.24686170340273,0.0315270935960591,0.864864864864865
"663",10757,46.4,NA,NA,0.735294117647059,0.0302521008403361,0.0218487394957983,0.0127589518452463,0,0.0647058823529412,0.943202085334065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.182838517263732,10.757,1.28275483605433,0.0297142857142857,0.722222222222222
"664",10785,46.5,NA,NA,0.635407537248028,0.0306748466257669,0.0192813321647677,0.0222164479667403,0,0.109553023663453,0.930232558139535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.284953988670267,10.785,1.46399358460305,0.0303448275862069,0.628571428571429
"665",10811,46.6,NA,NA,0.756232686980609,0.00646352723915051,0.0147737765466297,0.0303030303030303,0.00222634508348794,0.0858725761772853,0.923562152133581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.162155448909797,10.811,1.22126716820594,0.0195360195360195,2.28571428571429
"666",10843,46.7,NA,NA,0.717848791893998,0,0.0506625097427903,0.0302281155185976,0.0132599168445893,0.103663289166017,0.920215754579166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.195326605271023,10.843,1.28190750610757,0.0705754614549403,Inf
"667",10874,46.8,NA,NA,0.785958904109589,0,0.0376712328767123,0.040004878643737,0.0135382363702891,0.0727739726027397,0.915111598975485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142171305112564,10.874,1.16432499738929,0.0479302832244009,Inf
