depth	min	max	median	mean
0	2881	4715	4249	4143
1	3234	4732	4330	4250
2	3593	4750	4410	4356
3	3946	4775	4495	4463
4	4250	4814	4583	4570
5	4393	4891	4684	4677
6	4584	4954	4796	4776
7	4661	5105	4878	4874
8	4695	5350	4955	4973
9	4725	5593	5037	5072
10	4747	5850	5119	5170
11	4831	5946	5243	5277
12	4882	6044	5360	5385
13	4920	6215	5466	5492
14	4947	6463	5566	5599
15	4972	6719	5665	5706
16	5071	6808	5780	5816
17	5132	6916	5894	5926
18	5177	7051	6015	6036
19	5211	7215	6132	6146
20	5254	7437	6236	6255
21	5370	7486	6347	6355
22	5482	7547	6454	6455
23	5562	7626	6555	6555
24	5624	7758	6658	6655
25	5664	7916	6758	6755
26	5820	7966	6865	6868
27	5911	8021	6984	6980
28	5982	8080	7105	7092
29	6034	8166	7230	7204
30	6088	8308	7343	7316
31	6327	8361	7447	7420
32	6491	8400	7554	7525
33	6617	8455	7668	7629
34	6685	8524	7779	7734
35	6750	8619	7892	7838
36	6993	8654	7988	7939
37	7188	8681	8084	8039
38	7326	8723	8191	8140
39	7446	8786	8304	8241
40	7547	8890	8406	8341
41	7830	8921	8489	8447
42	8100	8955	8573	8553
43	8364	9007	8654	8658
44	8559	9074	8738	8764
45	8646	9191	8845	8870
46	8730	9345	8978	8995
47	8775	9577	9097	9121
48	8803	9864	9207	9247
49	8826	10171	9319	9372
50	8848	10489	9428	9498
51	8974	10557	9551	9613
52	9042	10671	9679	9727
53	9095	10769	9803	9842
54	9144	10891	9924	9957
55	9183	11089	10031	10071
56	9334	11145	10159	10186
57	9452	11201	10286	10300
58	9532	11255	10424	10415
59	9598	11330	10554	10529
60	9669	11470	10672	10644
61	9899	11499	10780	10762
62	10075	11550	10904	10881
63	10236	11616	11025	10999
64	10351	11682	11158	11118
65	10446	11805	11279	11236
66	10755	11839	11379	11356
67	11046	11881	11475	11476
68	11305	11954	11581	11595
69	11477	12079	11699	11715
70	11534	12263	11818	11835
71	11602	12382	11923	11942
72	11638	12592	12020	12048
73	11676	12868	12114	12155
74	11705	13153	12197	12262
75	11731	13470	12279	12368
76	11800	13565	12387	12470
77	11847	13669	12507	12572
78	11898	13807	12612	12673
79	11928	13954	12709	12775
80	11958	14155	12809	12877
81	12068	14230	12910	12980
82	12142	14329	13020	13084
83	12199	14451	13129	13187
84	12237	14606	13237	13290
85	12277	14783	13333	13393
86	12378	14847	13448	13496
87	12445	14966	13557	13598
88	12509	15110	13659	13700
89	12561	15251	13761	13803
90	12599	15454	13868	13905
91	12735	15518	13974	14008
92	12833	15569	14070	14112
93	12911	15686	14184	14215
94	12986	15840	14286	14318
95	13054	16019	14380	14422
96	13179	16079	14497	14528
97	13276	16153	14599	14634
98	13342	16275	14710	14741
99	13398	16370	14835	14847
100	13450	16505	14948	14953
101	13571	16587	15046	15054
102	13684	16681	15146	15155
103	13789	16763	15241	15256
104	13862	16844	15338	15356
105	13927	16974	15445	15457
106	14066	17042	15552	15562
107	14183	17119	15663	15667
108	14290	17214	15764	15772
109	14349	17334	15877	15877
110	14441	17459	15967	15982
111	14613	17525	16075	16088
112	14745	17610	16189	16193
113	14827	17689	16299	16298
114	14916	17811	16407	16404
115	14997	17915	16525	16509
116	15130	17964	16619	16607
117	15252	18033	16717	16705
118	15364	18096	16822	16803
119	15462	18177	16931	16901
120	15536	18248	17032	16999
121	15697	18305	17152	17111
122	15819	18381	17268	17224
123	15922	18442	17382	17337
124	16007	18533	17512	17449
125	16081	18651	17640	17562
126	16263	18695	17742	17666
127	16421	18740	17847	17770
128	16574	18801	17951	17874
129	16694	18858	18062	17978
130	16760	18939	18169	18082
131	16977	18975	18260	18182
132	17169	19017	18350	18282
133	17308	19056	18447	18382
134	17404	19111	18559	18481
135	17482	19194	18660	18581
136	17795	19220	18744	18685
137	18098	19254	18831	18790
138	18371	19315	18916	18894
139	18618	19386	19002	18999
140	18763	19476	19104	19103
141	18889	19537	19196	19198
142	18975	19597	19292	19292
143	19050	19723	19387	19387
144	19104	19876	19479	19482
145	19143	20063	19569	19576
146	19292	20097	19653	19663
