depth	min	max	median	mean
0	1434	4056	3120	3032
0.1	1489	4059	3138	3052
0.2	1543	4061	3158	3072
0.3	1596	4067	3175	3093
0.4	1651	4070	3191	3113
0.5	1705	4073	3209	3133
0.6	1759	4077	3227	3154
0.7	1812	4079	3243	3174
0.8	1866	4080	3262	3194
0.9	1920	4082	3280	3215
1	1974	4084	3299	3235
1.1	2028	4085	3316	3255
1.2	2083	4087	3336	3276
1.3	2137	4091	3354	3296
1.4	2191	4093	3371	3316
1.5	2245	4095	3386	3337
1.6	2299	4104	3403	3357
1.7	2353	4105	3418	3377
1.8	2407	4108	3437	3398
1.9	2459	4110	3455	3418
2	2510	4112	3474	3438
2.1	2559	4114	3493	3459
2.2	2608	4120	3515	3479
2.3	2654	4121	3531	3499
2.4	2701	4123	3549	3520
2.5	2746	4125	3565	3540
2.6	2800	4131	3583	3560
2.7	2846	4133	3601	3581
2.8	2895	4138	3621	3601
2.9	2941	4142	3639	3621
3	2989	4149	3660	3642
3.1	3037	4155	3680	3662
3.2	3083	4161	3697	3682
3.3	3129	4164	3713	3703
3.4	3179	4166	3733	3723
3.5	3222	4174	3751	3743
3.6	3263	4180	3773	3764
3.7	3309	4188	3792	3784
3.8	3360	4196	3812	3804
3.9	3405	4202	3831	3824
4	3446	4206	3853	3845
4.1	3476	4211	3873	3865
4.2	3516	4222	3895	3885
4.3	3556	4233	3916	3906
4.4	3589	4243	3935	3926
4.5	3618	4247	3955	3946
4.6	3644	4266	3974	3967
4.7	3678	4282	3995	3987
4.8	3694	4298	4015	4007
4.9	3707	4318	4037	4028
5	3720	4340	4060	4048
5.1	3753	4346	4072	4063
5.2	3783	4352	4084	4077
5.3	3812	4358	4097	4091
5.4	3836	4365	4110	4106
5.5	3859	4371	4123	4120
5.6	3881	4381	4134	4135
5.7	3906	4386	4148	4149
5.8	3923	4391	4164	4164
5.9	3946	4400	4178	4178
6	3970	4411	4193	4193
6.1	3988	4424	4206	4207
6.2	3998	4439	4221	4222
6.3	4012	4458	4235	4236
6.4	4019	4480	4250	4251
6.5	4028	4505	4262	4265
6.6	4033	4528	4276	4280
6.7	4041	4553	4290	4294
6.8	4048	4583	4304	4309
6.9	4058	4604	4317	4323
7	4064	4633	4330	4338
7.1	4071	4658	4343	4352
7.2	4075	4688	4356	4367
7.3	4079	4719	4369	4381
7.4	4093	4755	4380	4396
7.5	4098	4782	4392	4410
7.6	4102	4815	4404	4424
7.7	4108	4847	4416	4439
7.8	4111	4878	4430	4453
7.9	4115	4915	4443	4468
8	4121	4952	4455	4482
8.1	4124	4983	4466	4497
8.2	4127	5019	4478	4511
8.3	4129	5053	4489	4526
8.4	4132	5085	4501	4540
8.5	4136	5121	4513	4555
8.6	4140	5158	4525	4569
8.7	4143	5193	4538	4584
8.8	4147	5225	4548	4598
8.9	4151	5261	4561	4613
9	4153	5297	4572	4627
9.1	4157	5332	4585	4642
9.2	4160	5368	4595	4656
9.3	4164	5407	4607	4671
9.4	4167	5444	4621	4685
9.5	4173	5479	4635	4700
9.6	4177	5511	4648	4714
9.7	4178	5550	4660	4728
9.8	4180	5588	4673	4743
9.9	4183	5626	4685	4757
10	4185	5665	4699	4772
10.1	4203	5674	4715	4788
10.2	4218	5682	4734	4805
10.3	4232	5695	4750	4821
10.4	4251	5706	4768	4837
10.5	4263	5712	4788	4853
10.6	4279	5722	4808	4870
10.7	4288	5733	4825	4886
10.8	4298	5745	4842	4902
10.9	4310	5768	4858	4919
11	4320	5795	4876	4935
11.1	4334	5813	4894	4951
11.2	4342	5838	4913	4967
11.3	4349	5855	4935	4984
11.4	4352	5880	4951	5000
11.5	4356	5891	4967	5016
11.6	4366	5917	4986	5033
11.7	4373	5939	5002	5049
11.8	4384	5959	5018	5065
11.9	4389	5990	5038	5081
12	4394	6019	5056	5098
12.1	4399	6039	5075	5114
12.2	4405	6063	5092	5130
12.3	4409	6090	5107	5147
12.4	4414	6117	5119	5163
12.5	4419	6138	5136	5179
12.6	4423	6163	5157	5196
12.7	4429	6198	5176	5212
12.8	4434	6220	5192	5228
12.9	4440	6245	5211	5244
13	4447	6269	5223	5261
13.1	4453	6306	5240	5277
13.2	4459	6338	5255	5293
13.3	4464	6373	5272	5310
13.4	4466	6395	5287	5326
13.5	4468	6438	5301	5342
13.6	4473	6464	5315	5358
13.7	4479	6491	5332	5375
13.8	4485	6516	5348	5391
13.9	4488	6554	5363	5407
14	4497	6589	5377	5424
14.1	4501	6622	5390	5440
14.2	4503	6654	5406	5456
14.3	4508	6675	5422	5473
14.4	4512	6708	5436	5489
14.5	4514	6740	5452	5505
14.6	4516	6774	5464	5521
14.7	4517	6796	5480	5538
14.8	4520	6825	5495	5554
14.9	4523	6855	5511	5570
15	4527	6895	5526	5587
15.1	4552	6905	5544	5604
15.2	4577	6915	5558	5621
15.3	4599	6925	5575	5638
15.4	4618	6936	5593	5655
15.5	4637	6947	5611	5673
15.6	4648	6958	5636	5690
15.7	4662	6971	5655	5707
15.8	4671	6992	5671	5724
15.9	4685	7008	5691	5741
16	4703	7027	5708	5759
16.1	4716	7036	5729	5776
16.2	4739	7041	5749	5793
16.3	4747	7051	5769	5810
16.4	4755	7071	5790	5827
16.5	4772	7092	5806	5845
16.6	4784	7105	5822	5862
16.7	4789	7127	5839	5879
16.8	4795	7154	5857	5896
16.9	4800	7175	5880	5913
17	4820	7198	5901	5931
17.1	4827	7210	5920	5948
17.2	4832	7228	5946	5965
17.3	4836	7246	5966	5982
17.4	4839	7264	5981	5999
17.5	4849	7296	6002	6017
17.6	4860	7313	6018	6034
17.7	4869	7342	6040	6051
17.8	4880	7359	6060	6068
17.9	4886	7375	6075	6085
18	4889	7389	6091	6102
18.1	4897	7403	6108	6120
18.2	4908	7417	6126	6137
18.3	4914	7434	6142	6154
18.4	4919	7457	6160	6171
21	5197	8034	6604	6598
21.1	5208	8039	6616	6613
21.2	5219	8045	6630	6628
21.3	5232	8052	6646	6643
21.4	5240	8059	6663	6658
21.5	5255	8067	6678	6673
21.6	5274	8075	6696	6688
21.7	5291	8080	6709	6704
21.8	5305	8087	6725	6719
21.9	5326	8094	6738	6734
22	5336	8111	6754	6749
22.1	5356	8120	6773	6764
22.2	5372	8135	6792	6779
22.3	5392	8144	6810	6794
22.4	5412	8151	6823	6809
22.5	5420	8164	6841	6825
22.6	5425	8173	6853	6840
22.7	5437	8184	6872	6855
22.8	5450	8195	6888	6870
22.9	5457	8201	6905	6885
23	5465	8204	6918	6900
23.1	5472	8207	6930	6915
23.2	5479	8210	6946	6931
23.3	5494	8240	6962	6946
23.4	5508	8257	6981	6961
23.5	5517	8266	6994	6976
23.6	5523	8278	7009	6991
23.7	5537	8290	7027	7006
23.8	5547	8299	7041	7021
23.9	5557	8308	7062	7036
24	5565	8328	7078	7052
