Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data     13/10/2017  re-evaluated data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peakarea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filename,position (mm),sample surface,validity,E-gain,E-offset,F-slope,F-offset,kcps,MSE,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,Cr,Mn,Fe,Ni,Cu,Zn,Se,Br,Rb,Sr,Y,Zr,Sn,Cs,Ba,La,Ce,Pr,Nd,Hf,Ta,Pb,Bi,Mo inc,Mo coh,Tube,Location
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000071.spe,135.85,6.06,1,0.018673,-0.004017,0.009223,0.089663,41842.9375,1.44,24,8,12,8,0,0,360,0,28,20,88,0,755,991,233,0,0,0,10,353,291,601,0,0,0,0,0,21,0,71,84,0,0,73423,11977,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000072.spe,136.85,5.99,1,0.018673,-0.004017,0.009223,0.089663,42909.92969,1.35,6,0,34,17,12,7,355,6,26,49,115,23,1170,900,191,17,0,0,0,311,190,788,0,9,7,0,19,20,35,68,166,0,0,73706,12092,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000073.spe,137.85,5.99,1,0.018673,-0.004017,0.009223,0.089663,42325.48828,1.38,0,11,13,45,23,0,337,0,23,17,44,0,773,1022,263,41,0,0,0,200,529,708,0,0,39,31,0,10,18,71,102,0,0,73898,11709,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000074.spe,138.85,6.06,1,0.018673,-0.004017,0.009223,0.089663,41777.15625,1.33,0,29,11,38,21,23,330,17,0,0,24,17,388,911,247,33,0,0,66,320,425,957,5,0,37,0,0,17,10,39,102,0,0,74597,11908,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000075.spe,139.85,6.06,1,0.018673,-0.004017,0.009223,0.089663,42778.58984,1.33,0,35,4,0,0,5,329,8,28,21,48,0,552,932,213,13,0,23,213,372,454,607,0,7,17,4,30,10,0,62,103,0,0,75279,11632,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000076.spe,140.85,6.04,1,0.018673,-0.004017,0.009223,0.089663,42777.62891,1.34,0,39,29,22,0,0,335,0,14,31,23,0,440,833,188,36,0,0,31,180,370,601,0,0,0,6,15,15,0,83,189,0,0,76600,11730,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000077.spe,141.85,6.1,1,0.018673,-0.004017,0.009223,0.089663,42510.16797,1.46,18,49,9,14,7,5,355,8,0,32,26,0,380,912,134,20,0,0,141,385,535,731,19,17,0,0,7,26,32,64,114,0,0,76829,12143,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000078.spe,142.85,6.07,1,0.018673,-0.004017,0.009223,0.089663,42833.72656,1.59,0,32,49,0,0,0,340,0,36,58,12,0,512,811,174,0,0,0,173,352,330,975,0,0,0,0,40,16,0,36,202,0,0,76608,11699,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000079.spe,143.85,6.09,1,0.018673,-0.004017,0.009223,0.089663,43022.59375,1.41,24,9,56,43,33,0,341,0,43,31,37,0,249,848,155,0,0,0,224,333,477,902,0,0,0,17,24,0,5,93,245,0,7,77576,12119,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000080.spe,144.85,6.09,1,0.018673,-0.004017,0.009223,0.089663,43046.23438,1.44,0,15,15,0,37,0,343,0,0,60,14,38,201,917,158,4,0,0,130,382,499,815,0,0,0,14,32,5,0,76,211,0,0,76719,11973,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000081.spe,145.85,6.08,1,0.018673,-0.004017,0.009223,0.089663,44430.48438,1.22,0,12,0,7,31,0,313,12,0,41,53,0,536,831,213,0,0,0,206,50,392,821,0,0,8,19,0,20,0,110,253,0,0,77446,12180,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000082.spe,146.85,6.01,1,0.018673,-0.004017,0.009223,0.089663,45475.83203,1.07,21,4,15,34,0,0,303,0,18,69,65,0,689,787,257,42,0,0,0,78,287,400,13,0,0,13,49,57,47,77,266,0,0,77443,12075,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000083.spe,147.85,5.99,1,0.018673,-0.004017,0.009223,0.089663,45728.18359,1.13,46,49,12,26,0,22,317,0,11,17,94,54,390,847,310,185,0,0,301,17,120,553,20,7,20,23,22,48,47,75,94,0,159,77458,12353,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000084.spe,148.85,5.99,1,0.018673,-0.004017,0.009223,0.089663,46299.33594,1.05,6,5,26,12,10,10,273,0,10,26,120,0,472,866,365,107,125,0,149,29,88,443,0,6,4,11,21,47,42,156,153,28,123,77498,12094,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000085.spe,149.85,5.99,1,0.018673,-0.004017,0.009223,0.089663,46210.23438,1.1,0,30,14,38,0,16,279,0,0,35,83,18,67,747,264,94,0,0,67,250,75,660,5,17,5,5,42,77,45,99,310,0,107,76819,12094,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000086.spe,150.85,5.99,1,0.018673,-0.004017,0.009223,0.089663,45822.84375,1.17,6,0,17,18,0,0,249,0,24,56,21,16,0,783,335,0,0,0,57,156,0,660,0,0,0,17,55,57,5,64,250,0,34,77270,12232,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000087.spe,151.85,5.99,1,0.018673,-0.004017,0.009223,0.089663,46006.47266,1.11,0,0,23,6,0,0,309,0,17,6,88,0,257,789,286,0,45,46,136,412,154,584,5,18,20,26,39,60,61,36,175,0,63,77191,11917,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000088.spe,152.85,5.99,1,0.018673,-0.004017,0.009223,0.089663,45940.90625,1.13,0,63,36,32,6,0,281,0,28,61,107,0,484,800,220,0,0,0,0,28,156,325,0,4,0,25,39,72,58,33,276,0,0,76416,11775,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000089.spe,153.85,5.99,1,0.018673,-0.004017,0.009223,0.089663,45816.73438,1.11,12,52,14,29,25,0,277,0,47,27,68,15,263,759,261,0,0,81,0,122,59,231,0,0,4,25,49,46,56,7,409,0,20,75528,11895,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000090.spe,154.85,5.99,1,0.018673,-0.004017,0.009223,0.089663,45759.85547,1.06,13,12,16,0,15,0,252,0,34,54,98,0,91,652,105,0,0,0,0,0,150,262,0,0,7,55,37,58,56,91,489,0,0,74283,11604,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000091.spe,155.85,5.99,1,0.018673,-0.004017,0.009223,0.089663,44509.82031,1.11,9,40,0,10,15,0,324,0,45,30,115,7,39,707,148,111,89,153,0,0,0,376,0,16,23,26,64,48,55,25,429,0,65,71170,11189,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000092.spe,156.85,6.05,1,0.018673,-0.004017,0.009223,0.089663,43570.83203,1.04,13,67,23,0,0,0,280,0,26,56,102,0,0,541,266,0,182,0,0,73,107,297,0,0,0,27,58,37,41,0,330,0,155,70487,10998,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000093.spe,157.85,5.99,1,0.018673,-0.004017,0.009223,0.089663,44946.73438,1.27,0,0,0,0,0,0,236,0,64,70,74,34,62,652,228,0,222,76,0,172,0,332,0,34,16,26,58,91,66,57,488,115,240,71048,11605,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000094.spe,158.85,6.03,1,0.018673,-0.004017,0.009223,0.089663,45576.33203,1.12,0,28,28,24,5,0,215,0,32,138,111,36,1964,521,438,0,119,184,0,0,0,594,0,15,0,15,55,74,95,0,350,130,169,71331,11700,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000095.spe,159.85,5.99,1,0.018673,-0.004017,0.009223,0.089663,47205.01953,1.21,11,38,26,7,42,0,149,0,62,202,232,9,3869,642,707,9,459,379,118,0,0,396,0,25,9,35,33,63,57,63,377,76,244,72831,12152,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000096.spe,160.85,6.06,1,0.018673,-0.004017,0.009223,0.089663,47142.99609,1.09,0,19,18,9,0,0,228,6,64,209,406,22,5139,794,645,0,291,406,19,0,0,570,7,21,28,54,27,66,131,31,150,13,139,72558,12280,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000097.spe,161.85,6.14,1,0.018673,-0.004017,0.009223,0.089663,46233.96484,1.1,0,0,28,0,33,0,218,0,78,248,314,31,5908,933,834,75,0,322,0,0,0,906,0,18,0,14,39,81,62,59,231,0,155,73166,12253,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000098.spe,162.85,6.19,1,0.018673,-0.004017,0.009223,0.089663,45984.21875,1.1,5,12,56,5,0,0,254,0,67,324,248,0,5645,768,993,0,129,170,25,102,0,867,0,0,0,28,49,65,31,0,153,31,69,72486,12068,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000099.spe,163.85,6.17,1,0.018673,-0.004017,0.009223,0.089663,43798.84375,1.06,9,34,38,12,0,0,277,0,39,142,94,0,2919,748,562,24,0,163,140,267,0,992,0,0,11,8,25,28,10,36,279,12,75,72620,11972,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000100.spe,164.85,6.29,1,0.018673,-0.004017,0.009223,0.089663,42955.81641,1.17,0,31,15,0,5,28,376,0,49,176,82,21,2087,815,401,0,0,84,105,322,97,928,0,0,0,35,24,35,39,67,123,0,0,72315,11808,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000101.spe,165.85,6.23,1,0.018673,-0.004017,0.009223,0.089663,44184.21094,1.14,32,31,0,26,6,0,324,5,40,209,95,5,3152,761,530,0,24,221,68,118,90,1174,0,0,9,0,37,60,25,0,132,0,124,73177,11647,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000102.spe,166.85,6.23,1,0.018673,-0.004017,0.009223,0.089663,43665.00391,1.11,13,24,19,0,0,0,339,0,74,176,104,15,3426,843,497,0,0,222,98,129,0,1024,0,0,0,21,38,24,24,80,339,0,72,72217,12062,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000103.spe,167.85,6.24,1,0.018673,-0.004017,0.009223,0.089663,44056.73438,1.13,0,39,51,0,0,0,328,0,49,256,86,0,3774,804,583,0,0,165,39,200,0,877,7,0,0,19,36,29,19,68,335,60,45,72364,12139,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000104.spe,168.85,6.23,1,0.018673,-0.004017,0.009223,0.089663,44098.38672,1.01,20,27,39,45,0,0,325,0,37,128,111,29,2796,836,382,0,28,213,107,185,215,1084,6,8,18,11,33,49,17,95,164,69,0,73019,11803,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000105.spe,169.85,6.23,1,0.018673,-0.004017,0.009223,0.089663,45345.23438,1.05,0,39,16,13,12,15,258,0,67,131,315,0,3486,869,324,33,56,316,79,146,0,1033,0,50,24,0,22,89,59,81,82,90,79,72028,12370,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000106.spe,170.85,6.16,1,0.018673,-0.004017,0.009223,0.089663,45039.11719,1.1,35,71,73,43,7,0,303,0,35,75,443,0,2982,923,235,0,122,295,65,204,161,1130,0,0,6,16,36,17,26,159,190,0,0,73685,12226,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000107.spe,171.85,6.22,1,0.018673,-0.004017,0.009223,0.089663,47048.61328,1.13,0,27,24,32,27,0,232,0,22,76,89,0,1290,674,371,0,96,428,0,33,0,671,0,25,0,12,56,77,53,17,211,106,58,73698,12264,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000108.spe,172.85,6.11,1,0.018673,-0.004017,0.009223,0.089663,47748.74219,1.14,21,42,36,13,15,0,211,0,45,97,152,0,1048,582,384,0,311,524,0,87,0,727,0,15,0,16,74,62,80,176,261,53,177,73861,11851,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000109.spe,173.85,6.13,1,0.018673,-0.004017,0.009223,0.089663,47669.65625,1.06,0,40,9,21,0,0,201,0,8,95,115,0,1609,562,347,0,163,350,0,0,0,835,0,10,0,22,36,67,72,9,149,121,30,73416,12468,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000110.spe,174.85,6.09,1,0.018673,-0.004017,0.009223,0.089663,47777.35938,1.17,0,37,33,22,8,14,218,0,7,92,130,44,1579,591,341,0,107,429,85,0,0,803,0,5,6,25,33,82,65,0,371,65,102,74251,12441,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000111.spe,175.85,6.12,1,0.018673,-0.004017,0.009223,0.089663,47434.58203,1.12,14,23,41,14,0,0,202,0,23,99,109,15,1368,718,447,0,91,347,0,0,0,516,0,0,0,14,44,61,66,71,162,102,175,74061,12198,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000112.spe,176.85,6.09,1,0.018673,-0.004017,0.009223,0.089663,47261.61719,1.02,21,5,35,0,0,0,229,0,33,68,102,31,945,733,173,5,150,412,0,100,0,534,0,11,0,54,41,36,54,105,486,64,45,74796,12123,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000113.spe,177.85,6.12,1,0.018673,-0.004017,0.009223,0.089663,47695.875,1.13,0,36,20,10,0,0,205,0,60,126,127,40,1756,696,495,0,201,261,0,0,0,443,0,10,0,24,51,48,44,68,88,99,132,75052,12311,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000114.spe,178.85,6.06,1,0.018673,-0.004017,0.009223,0.089663,47788.25,1.01,0,53,69,27,12,10,229,0,26,99,120,37,2037,741,383,0,214,284,93,0,0,889,18,11,37,65,57,52,57,147,319,66,134,75200,12698,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000115.spe,179.85,6.09,1,0.018673,-0.004017,0.009223,0.089663,47526.60938,1.12,0,14,67,27,25,0,222,0,12,69,67,0,1474,622,282,0,168,334,61,0,0,894,0,0,4,38,85,51,40,0,349,56,257,74684,12179,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000116.spe,180.85,6.05,1,0.018673,-0.004017,0.009223,0.089663,47975.40234,1.15,20,47,34,33,43,0,224,0,44,23,122,16,1305,655,344,0,215,262,0,0,0,541,0,13,22,14,52,57,85,82,246,70,20,73848,12038,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000117.spe,181.85,6.03,1,0.018673,-0.004017,0.009223,0.089663,48209.46875,1.17,29,41,52,34,0,7,167,0,41,38,134,8,1711,705,274,0,281,338,0,0,27,649,0,0,15,33,40,31,39,64,370,90,230,74029,12060,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000118.spe,182.85,6.02,1,0.018673,-0.004017,0.009223,0.089663,48126.10547,1.18,18,56,68,16,29,0,190,8,43,63,120,0,1532,554,199,122,162,123,34,86,0,365,0,9,0,5,83,87,32,66,462,67,189,74986,11997,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000119.spe,183.85,6.02,1,0.018673,-0.004017,0.009223,0.089663,48116.90234,1.12,0,43,0,8,13,17,227,5,43,78,95,0,1322,555,362,0,390,301,28,0,39,626,0,16,0,22,75,42,40,16,98,34,115,75192,12499,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000120.spe,184.85,6.04,1,0.018673,-0.004017,0.009223,0.089663,47469.38672,1.1,0,81,31,40,0,0,216,0,37,39,111,19,901,605,209,13,78,153,18,0,0,690,0,14,17,32,55,63,41,89,350,0,15,75501,12175,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000121.spe,185.85,6.03,1,0.018673,-0.004017,0.009223,0.089663,47726.94922,1.11,12,71,60,18,5,8,215,20,40,41,126,33,676,563,274,0,205,283,0,22,0,567,0,13,26,30,46,52,84,42,373,53,135,74847,12372,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000122.spe,186.85,6,1,0.018673,-0.004017,0.009223,0.089663,47725.20703,1.2,6,0,30,20,10,0,224,0,46,32,91,10,523,599,289,89,159,208,0,0,0,769,0,14,15,8,22,83,134,31,263,0,32,74813,12436,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000123.spe,187.85,6.03,1,0.018673,-0.004017,0.009223,0.089663,47404.30078,1.21,0,42,0,44,0,0,222,0,33,73,132,21,1032,638,244,26,270,326,10,73,131,645,0,0,14,26,30,64,131,40,336,121,119,74665,12292,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000124.spe,188.85,6.02,1,0.018673,-0.004017,0.009223,0.089663,47327.01563,1.35,0,13,5,14,7,0,244,0,14,37,103,0,737,633,330,70,167,350,0,0,0,551,6,23,13,0,21,78,136,62,264,29,116,74622,12240,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000125.spe,189.85,6.03,1,0.018673,-0.004017,0.009223,0.089663,46962.94141,1.35,15,37,12,6,8,7,261,0,29,27,107,13,879,656,213,141,65,211,0,187,32,438,14,16,25,6,12,87,130,10,183,0,107,74939,12134,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000126.spe,190.85,6.06,1,0.018673,-0.004017,0.009223,0.089663,45904.04297,1.08,0,10,14,25,17,0,269,0,23,45,134,0,1131,871,290,107,56,155,0,133,104,601,0,0,0,23,49,33,49,129,232,0,0,76059,11895,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000127.spe,191.85,6.07,1,0.018673,-0.004017,0.009223,0.089663,46334.67578,1.1,17,33,0,6,5,12,251,8,11,23,123,59,614,743,211,111,0,242,81,69,0,766,0,6,21,26,54,5,23,102,252,62,0,75415,11966,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000128.spe,192.85,6.05,1,0.018673,-0.004017,0.009223,0.089663,46834.90234,1.05,0,19,38,24,0,7,230,0,0,30,47,67,432,778,230,0,28,68,50,12,18,497,12,0,15,41,69,35,32,88,355,0,109,76256,12250,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000129.spe,193.85,6.05,1,0.018673,-0.004017,0.009223,0.089663,47419.05469,0.98,40,25,19,18,22,0,229,5,18,0,118,0,815,749,296,0,76,242,83,34,0,388,5,0,27,37,64,52,61,5,224,0,61,75136,12241,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000130.spe,194.85,6.01,1,0.018673,-0.004017,0.009223,0.089663,47704.03125,1.21,46,69,32,40,0,5,214,0,37,59,141,70,1530,772,228,0,0,272,87,0,0,513,0,10,0,12,61,83,59,46,344,38,27,74847,12011,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000131.spe,195.85,6.01,1,0.018673,-0.004017,0.009223,0.089663,47679.70313,1.14,0,32,74,26,18,0,213,0,41,31,193,7,2043,880,194,0,116,208,0,0,0,315,0,0,33,33,18,45,56,170,505,108,18,75223,12454,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000132.spe,196.85,5.99,1,0.018673,-0.004017,0.009223,0.089663,47472.24609,1.29,22,30,29,43,0,15,235,0,29,47,75,0,1110,674,240,0,93,271,0,9,0,474,0,0,22,45,64,31,13,211,431,82,216,74474,12179,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000133.spe,197.85,6,1,0.018673,-0.004017,0.009223,0.089663,46950.84766,1.22,0,25,24,0,0,0,219,9,38,0,82,0,526,640,467,0,139,308,62,0,0,731,0,11,65,47,25,33,19,152,198,201,171,74451,12079,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000134.spe,198.85,6,1,0.018673,-0.004017,0.009223,0.089663,47249.47266,1.12,12,43,29,19,36,0,220,0,16,38,98,7,286,659,483,0,234,231,142,93,69,514,0,16,40,36,108,46,17,268,60,110,269,73599,12110,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000135.spe,199.85,5.96,1,0.018673,-0.004017,0.009223,0.089663,47419.9375,1.02,0,0,19,10,0,10,206,0,38,18,79,44,678,575,276,0,86,412,17,0,0,513,0,12,44,26,145,69,47,4,289,38,195,73836,11956,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000136.spe,200.85,5.96,1,0.018673,-0.004017,0.009223,0.089663,47403.03516,1.12,20,23,42,33,10,0,199,0,48,25,66,15,995,621,314,38,136,390,0,21,0,255,0,23,35,14,147,93,24,54,338,51,182,72223,12044,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000137.spe,201.85,5.95,1,0.018673,-0.004017,0.009223,0.089663,47049.97656,1.21,25,34,30,21,35,0,201,0,47,29,78,18,880,510,282,0,104,246,0,0,0,365,0,24,39,28,147,52,0,52,258,126,246,72272,11965,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000138.spe,202.85,5.98,1,0.018673,-0.004017,0.009223,0.089663,45589.23828,1.08,0,38,20,0,6,5,288,0,0,141,123,35,1052,721,261,0,86,142,9,0,0,771,26,0,5,36,81,52,67,0,367,61,56,71556,12124,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000139.spe,203.85,6,1,0.018673,-0.004017,0.009223,0.089663,46204.34766,1.19,0,17,30,28,5,0,246,0,36,89,65,0,792,639,160,0,176,269,9,0,0,733,0,15,0,39,97,64,24,52,348,90,148,71044,11767,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000140.spe,204.85,5.99,1,0.018673,-0.004017,0.009223,0.089663,46051.04688,1.08,39,29,38,16,0,9,262,0,48,61,122,5,988,545,201,0,130,183,53,0,0,618,0,14,0,37,58,66,48,49,329,39,219,71864,12160,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000141.spe,205.85,5.98,1,0.018673,-0.004017,0.009223,0.089663,46072.92578,1.16,11,18,28,23,13,0,236,0,45,67,96,50,1161,694,148,0,431,368,92,0,0,702,0,17,0,47,63,63,83,52,449,112,203,71310,12216,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000142.spe,206.85,5.97,1,0.018673,-0.004017,0.009223,0.089663,46285.21875,1.12,17,54,32,32,0,12,297,0,39,80,144,53,1838,723,337,28,284,376,0,14,0,650,0,0,0,27,68,64,55,17,252,147,225,71023,12393,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000143.spe,207.85,5.98,1,0.018673,-0.004017,0.009223,0.089663,46201.32031,1.04,27,21,12,19,21,0,258,0,53,65,108,56,1478,788,302,0,169,232,0,0,0,1116,0,8,39,37,30,73,89,105,301,88,83,71499,11730,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000144.spe,208.85,5.98,1,0.018673,-0.004017,0.009223,0.089663,46143.74219,1.09,57,60,7,29,6,4,236,0,42,85,74,11,1458,744,356,0,222,395,187,0,0,778,0,13,0,31,80,47,24,44,218,114,91,72492,12201,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000145.spe,209.85,5.97,1,0.018673,-0.004017,0.009223,0.089663,45944.62891,1.01,4,10,38,26,19,0,249,0,28,69,191,25,1875,802,465,0,109,188,9,0,0,542,6,25,37,32,26,46,69,0,57,69,30,72505,12236,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000146.spe,210.85,5.99,1,0.018673,-0.004017,0.009223,0.089663,44892.55078,1.1,19,37,47,32,24,12,319,0,37,83,79,0,1335,775,281,0,207,392,0,26,52,1013,0,20,0,20,46,61,56,27,176,0,43,72799,12328,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000147.spe,211.85,6.04,1,0.018673,-0.004017,0.009223,0.089663,44833.32031,0.97,0,0,12,0,0,0,314,0,15,108,53,34,748,768,146,0,0,204,0,72,43,642,0,15,0,24,66,41,34,68,326,0,0,72806,12299,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000148.spe,212.85,5.96,1,0.018673,-0.004017,0.009223,0.089663,45785.45703,1.06,0,11,11,22,9,0,289,0,27,98,84,33,1369,779,229,0,0,354,0,0,0,748,0,20,0,7,73,92,65,95,387,42,193,71508,12157,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000149.spe,213.85,5.95,1,0.018673,-0.004017,0.009223,0.089663,46062.16406,1.09,100,69,29,42,0,19,279,0,12,27,179,4,1704,757,300,20,273,598,145,13,0,907,6,13,28,26,18,46,96,6,274,106,162,71873,11962,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000150.spe,214.85,5.95,1,0.018673,-0.004017,0.009223,0.089663,45493.11719,1.11,18,17,21,22,5,0,310,0,45,61,100,29,1468,830,274,58,135,298,60,0,0,659,0,0,10,14,33,62,74,157,309,0,139,71625,12078,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000151.spe,215.85,5.97,1,0.018673,-0.004017,0.009223,0.089663,44990.97656,0.99,0,36,0,6,0,0,273,0,11,81,65,96,1307,603,187,0,69,265,10,71,18,819,0,6,0,27,59,54,61,65,240,5,32,72227,12103,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000152.spe,216.85,5.97,1,0.018673,-0.004017,0.009223,0.089663,45297.75391,1.02,0,0,0,19,0,0,284,0,41,80,100,33,1285,761,344,0,0,91,9,0,0,814,0,0,0,24,54,46,84,93,246,61,76,71879,12026,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000153.spe,217.85,5.98,1,0.018673,-0.004017,0.009223,0.089663,45199.26953,0.97,5,30,0,7,0,6,288,0,13,75,120,38,1149,762,136,31,84,173,243,186,0,903,0,0,0,39,49,31,49,56,225,61,39,71299,12035,Mo,1
Z:\Data\2017\2017rc0101 M. Bird\U123_XRF\XRF data\L000154.spe,218.85,5.98,1,0.018673,-0.004017,0.009223,0.089663,45040.1875,1.02,0,17,16,25,0,12,265,0,24,68,92,40,1188,746,147,0,251,180,0,154,0,843,0,23,16,0,43,50,54,137,269,0,198,71162,12105,Mo,1
