Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data     13/10/2017  re-evaluated data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peakarea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filename,position (mm),sample surface,validity,E-gain,E-offset,F-slope,F-offset,kcps,MSE,Mg,Al,Si,P,S,Cl,Ar,K,Ca,Ti,Cr,Mn,Fe,Ni,Cu,Zn,Se,Br,Rb,Sr,Y,Zr,Sn,Cs,Ba,La,Ce,Pr,Nd,Hf,Ta,Pb,Bi,Mo inc,Mo coh,Tube,Location
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000081.spe,91.81,6.73,1,0.018659,-0.003656,0.010017,0.091706,45261.375,1.19,11,11,219,26,30,19,223,44,354,3245,189,0,55924,538,451,0,239,47,365,568,205,2712,0,35,39,21,128,146,117,17,90,93,127,53969,13499,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000082.spe,92.81,6.73,1,0.018659,-0.003656,0.010017,0.091706,45395.53516,1.16,29,56,205,41,12,0,203,32,333,3005,174,35,53146,456,389,0,45,0,478,520,196,2883,0,39,0,44,126,115,51,0,143,63,17,54230,13366,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000083.spe,93.81,6.73,1,0.018659,-0.003656,0.010017,0.091706,45943.71094,1.13,0,43,248,0,9,0,230,40,343,3134,201,60,54314,445,359,0,177,0,468,497,159,2821,0,15,0,85,118,126,76,0,154,24,122,54052,13132,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000084.spe,94.81,6.73,1,0.018659,-0.003656,0.010017,0.091706,45059.23828,1.08,0,41,250,7,16,0,237,42,372,3673,173,87,59472,531,218,0,31,0,280,612,268,2647,4,24,0,66,124,104,59,26,188,89,87,53487,12807,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000085.spe,95.81,6.72,1,0.018659,-0.003656,0.010017,0.091706,45411.13672,1.39,0,0,237,0,6,10,232,52,406,3560,198,29,58111,656,346,0,202,0,262,580,106,2991,0,35,12,75,103,115,73,133,0,0,37,53079,12988,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000086.spe,96.81,6.72,1,0.018659,-0.003656,0.010017,0.091706,45849.73047,1.15,15,39,255,0,8,0,214,52,396,3706,130,83,62350,499,284,0,100,40,359,673,293,2583,0,47,0,51,204,158,49,37,169,48,37,54935,12476,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000087.spe,97.81,6.72,1,0.018659,-0.003656,0.010017,0.091706,45600.82031,1.01,0,0,243,33,8,0,253,27,352,3774,198,21,59378,605,311,0,192,0,279,598,284,2889,0,23,0,113,136,51,53,6,0,0,64,54106,12782,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000088.spe,98.81,6.74,1,0.018659,-0.003656,0.010017,0.091706,45427.84375,1.11,16,72,260,24,8,0,223,59,373,3502,200,84,55793,534,396,0,162,0,184,617,261,3174,0,41,0,50,158,130,73,87,91,183,63,53540,12993,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000089.spe,99.81,6.73,1,0.018659,-0.003656,0.010017,0.091706,46255.22656,1.02,0,25,265,17,14,20,229,35,403,3618,200,64,58120,505,255,0,28,0,338,681,187,3278,0,39,0,78,129,103,71,0,326,63,95,54221,13042,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000090.spe,100.81,6.73,1,0.018659,-0.003656,0.010017,0.091706,44747.57031,1.03,0,53,252,11,10,5,219,27,287,3125,249,44,49678,407,301,0,23,0,409,589,263,2660,0,39,0,47,115,107,76,0,25,0,52,55211,13360,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000091.spe,101.81,6.74,1,0.018659,-0.003656,0.010017,0.091706,44394.56641,1.15,0,40,272,26,19,0,199,44,311,3107,172,39,47088,519,415,0,113,0,346,596,249,2603,20,28,40,59,64,115,112,23,204,86,68,54222,12945,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000092.spe,102.81,6.74,1,0.018659,-0.003656,0.010017,0.091706,44536.58203,1.11,0,5,177,0,0,20,195,33,235,3089,162,24,48841,626,167,0,184,0,378,612,270,2951,0,30,0,23,132,132,98,76,383,53,43,54483,13134,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000093.spe,103.81,6.73,1,0.018659,-0.003656,0.010017,0.091706,44975.75391,1.17,10,46,252,14,13,0,250,29,336,3274,187,34,51963,639,295,0,153,0,270,632,137,2770,0,57,45,45,107,145,93,88,290,19,107,53951,12886,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000094.spe,104.81,6.75,1,0.018659,-0.003656,0.010017,0.091706,44556.51563,1.09,5,39,208,6,20,13,261,37,335,3002,168,26,48548,420,437,0,81,0,398,513,168,3021,0,39,58,83,127,112,81,0,6,22,93,53826,12670,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000095.spe,105.81,6.75,1,0.018659,-0.003656,0.010017,0.091706,44797.29688,1.08,0,34,204,17,0,0,226,56,308,3488,183,34,53249,470,376,0,124,0,350,462,269,2668,0,20,0,62,177,128,26,0,74,0,0,54833,12804,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000096.spe,106.81,6.74,1,0.018659,-0.003656,0.010017,0.091706,45102.70703,0.99,16,37,204,17,8,0,216,36,321,3351,146,27,50856,495,357,0,0,0,282,494,362,3271,5,7,0,54,188,112,35,33,300,101,216,53443,13042,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000097.spe,107.81,6.75,1,0.018659,-0.003656,0.010017,0.091706,44751.57422,1.25,0,47,147,35,0,16,259,50,326,3265,202,47,51443,502,271,0,154,0,291,503,181,3371,0,39,0,58,125,113,79,0,238,47,0,53326,12978,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000098.spe,108.81,6.75,1,0.018659,-0.003656,0.010017,0.091706,44298.19922,1.11,10,40,153,11,0,0,226,36,326,3098,144,48,48877,629,379,10,161,0,293,521,423,3318,0,17,0,92,131,87,80,0,61,0,57,53431,13065,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000099.spe,109.81,6.76,1,0.018659,-0.003656,0.010017,0.091706,43998.42188,1.11,0,44,160,17,20,0,276,47,319,3082,211,6,48112,592,183,0,87,0,281,592,320,3188,5,35,0,56,130,134,70,0,276,0,0,53415,13434,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000100.spe,110.81,6.75,1,0.018659,-0.003656,0.010017,0.091706,44061.48438,1.15,0,59,169,26,0,7,233,43,286,2877,243,87,46834,569,387,63,39,0,267,405,154,2960,0,33,0,44,143,114,54,0,77,0,90,53155,13157,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000101.spe,111.81,6.76,1,0.018659,-0.003656,0.010017,0.091706,43793.69531,1.07,0,48,191,31,18,16,227,32,270,2979,189,56,44505,526,309,0,94,0,232,553,122,3279,0,41,50,19,114,126,76,23,318,74,25,53061,13391,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000102.spe,112.81,6.76,1,0.018659,-0.003656,0.010017,0.091706,44008.9375,1.06,15,41,170,0,0,8,228,26,292,2686,183,0,41916,582,387,0,167,0,285,496,127,3586,0,17,0,79,125,61,88,0,71,0,84,53088,12891,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000103.spe,113.81,6.77,1,0.018659,-0.003656,0.010017,0.091706,43636.35938,1.16,11,35,194,17,10,0,258,30,290,2930,254,22,43773,481,310,0,232,0,411,505,226,2806,0,30,0,51,146,141,91,0,188,0,0,53879,13349,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000104.spe,114.81,6.77,1,0.018659,-0.003656,0.010017,0.091706,44703.39453,1.09,0,24,145,20,0,0,241,40,258,2997,147,0,46731,582,238,0,177,0,329,403,266,3030,0,24,0,77,160,108,47,0,217,0,102,54039,13095,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000105.spe,115.81,6.75,1,0.018659,-0.003656,0.010017,0.091706,45203.76172,1.1,5,55,142,31,0,4,206,16,291,3113,275,0,49144,592,340,0,82,0,377,611,218,3098,0,43,0,54,152,112,65,0,66,28,157,54743,13313,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000106.spe,116.81,6.76,1,0.018659,-0.003656,0.010017,0.091706,44510.13672,1.19,16,58,119,48,5,0,249,22,283,2851,171,5,48916,578,326,0,17,0,321,626,198,3027,0,41,0,32,126,144,61,49,19,33,148,53643,13281,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000107.spe,117.81,6.77,1,0.018659,-0.003656,0.010017,0.091706,45656.48828,1.22,14,31,152,50,29,12,195,48,305,3222,243,50,51449,567,392,0,50,0,179,445,183,3411,0,19,42,34,118,112,84,0,133,0,0,54120,13492,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000108.spe,118.81,6.74,1,0.018659,-0.003656,0.010017,0.091706,45411.05469,1.07,0,19,134,17,18,0,234,70,316,3373,160,37,51804,531,334,0,89,62,445,558,120,2735,0,30,0,105,172,127,76,0,164,57,84,53751,13076,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000109.spe,119.81,6.76,1,0.018659,-0.003656,0.010017,0.091706,45039.51953,1.15,28,36,162,20,26,0,252,52,326,3126,247,14,49998,584,452,0,128,0,242,555,290,2906,0,48,11,34,127,137,75,25,153,81,124,54725,13316,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000110.spe,120.81,6.77,1,0.018659,-0.003656,0.010017,0.091706,45342.25,1.14,0,0,162,0,4,0,224,31,294,3072,168,18,50148,445,318,0,249,0,395,614,198,3387,0,32,0,35,153,162,82,6,100,153,104,55375,13320,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000111.spe,121.81,6.76,1,0.018659,-0.003656,0.010017,0.091706,45059.14063,1.14,36,13,129,20,29,0,238,28,326,2936,246,81,48136,539,360,79,271,0,309,674,218,3116,0,37,51,33,102,102,101,0,48,81,159,55677,13545,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000112.spe,122.81,6.76,1,0.018659,-0.003656,0.010017,0.091706,44124.17969,1.11,18,0,158,0,0,0,248,16,295,2783,193,17,46950,515,272,0,68,0,247,537,114,3254,0,6,57,79,73,99,93,0,212,123,70,53059,12895,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000113.spe,123.81,6.78,1,0.018659,-0.003656,0.010017,0.091706,44167.34375,1.3,14,56,147,31,0,0,276,11,310,3041,186,69,46782,487,380,0,74,0,191,570,149,3090,0,19,0,79,213,95,28,37,129,25,112,53809,12770,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000114.spe,124.81,6.76,1,0.018659,-0.003656,0.010017,0.091706,45261.93359,1.12,6,12,163,26,0,0,210,49,290,3092,210,0,50458,518,407,0,159,0,346,655,187,2921,0,48,0,82,138,100,91,0,0,73,119,54412,12842,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000115.spe,125.81,6.76,1,0.018659,-0.003656,0.010017,0.091706,44554.57031,1.13,39,0,108,22,0,0,238,37,249,2686,174,0,45517,501,346,0,22,0,359,351,329,2774,0,45,0,73,193,121,47,0,160,0,88,54474,13065,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000116.spe,126.81,6.78,1,0.018659,-0.003656,0.010017,0.091706,44722.37891,1.16,0,0,121,33,13,0,259,31,261,2699,227,0,46493,441,336,0,41,0,47,636,290,2971,0,5,50,70,129,110,85,0,275,0,105,54615,13199,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000117.spe,127.81,6.77,1,0.018659,-0.003656,0.010017,0.091706,44315.78906,1.07,0,30,132,0,6,0,255,40,303,2779,293,18,46387,693,306,0,176,20,247,690,320,3313,0,21,0,64,127,134,62,19,79,0,113,54263,13129,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000118.spe,128.81,6.79,1,0.018659,-0.003656,0.010017,0.091706,44455.09375,1.11,4,10,103,12,7,0,263,10,242,2801,178,0,46487,505,380,0,181,0,168,517,264,2654,0,25,0,25,127,160,86,0,270,49,116,53574,13157,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000119.spe,129.81,6.79,1,0.018659,-0.003656,0.010017,0.091706,44758.07813,1.14,17,21,129,13,9,0,230,0,248,2950,234,49,48296,601,315,18,210,0,135,394,126,2959,0,0,0,60,132,85,98,57,122,0,48,54855,13722,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000120.spe,130.81,6.78,1,0.018659,-0.003656,0.010017,0.091706,44799.76563,1.07,0,0,136,16,0,0,257,30,305,2881,192,35,48858,515,361,0,149,0,338,673,93,2996,0,35,21,86,119,97,96,0,243,0,104,54574,12991,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000121.spe,131.81,6.79,1,0.018659,-0.003656,0.010017,0.091706,44794.1875,1.12,5,25,143,7,16,0,242,7,268,2537,155,70,44677,518,264,0,57,71,528,468,246,3073,0,6,0,73,177,116,84,52,357,54,118,55464,13071,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000122.spe,132.81,6.78,1,0.018659,-0.003656,0.010017,0.091706,44718.67969,1.09,0,7,143,26,10,0,235,23,250,2623,194,0,43309,585,404,0,162,0,450,531,337,2933,16,12,0,44,152,96,83,63,166,0,189,56618,13086,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000123.spe,133.81,6.78,1,0.018659,-0.003656,0.010017,0.091706,45224.94141,1.09,16,77,148,36,7,0,251,26,297,2898,178,38,48720,1021,288,0,34,0,129,556,252,2692,0,26,4,55,152,105,58,0,243,100,0,55285,13377,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000124.spe,134.81,6.78,1,0.018659,-0.003656,0.010017,0.091706,45219.94141,1.07,0,8,169,45,0,0,268,23,283,3153,191,68,49636,463,335,0,0,0,237,430,332,3234,25,22,0,86,122,116,72,11,223,71,87,54066,13063,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000125.spe,135.81,6.8,1,0.018659,-0.003656,0.010017,0.091706,44584.89453,1.18,9,13,186,0,0,5,287,25,325,2869,183,31,44911,613,318,0,95,0,208,585,201,3061,0,12,0,106,131,95,61,51,250,140,92,54237,12990,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000126.spe,136.81,6.77,1,0.018659,-0.003656,0.010017,0.091706,45323.30859,1.05,12,55,207,5,0,0,201,44,344,2690,201,8,48037,549,311,0,0,0,357,398,219,2705,0,12,75,74,114,102,77,0,165,0,87,56202,13465,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000127.spe,137.81,6.74,1,0.018659,-0.003656,0.010017,0.091706,46041.07031,1.09,6,46,270,29,26,0,234,30,369,3182,174,22,49464,535,353,0,141,0,266,700,328,2994,0,48,0,61,153,146,45,0,257,0,142,55864,13633,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000128.spe,138.81,6.73,1,0.018659,-0.003656,0.010017,0.091706,45269.66797,1.11,0,23,298,12,16,7,212,37,446,3301,188,30,49736,546,549,0,89,0,303,627,321,3095,0,17,0,77,173,135,56,0,0,18,0,54963,13166,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000129.spe,139.81,6.72,1,0.018659,-0.003656,0.010017,0.091706,44729.57422,1.02,0,18,207,6,12,0,204,14,364,2924,205,13,46080,532,219,0,161,111,187,509,345,2965,0,19,54,44,92,107,58,54,155,0,24,55941,13419,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000130.spe,140.81,6.72,1,0.018659,-0.003656,0.010017,0.091706,44269.21484,1.27,0,36,209,12,17,0,246,34,343,2718,201,62,40447,472,196,0,86,633,242,491,132,2859,0,46,35,57,131,142,79,0,102,0,0,54525,13321,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000131.spe,141.81,6.7,1,0.018659,-0.003656,0.010017,0.091706,45867.76563,1.16,0,22,254,0,0,0,195,31,305,3036,312,0,45197,516,319,0,204,0,457,611,354,2850,0,15,28,36,125,139,74,0,265,54,51,57455,13691,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000132.spe,142.81,6.7,1,0.018659,-0.003656,0.010017,0.091706,45106.88281,1.18,30,34,339,21,25,23,221,51,351,3380,188,0,47864,438,345,0,421,0,154,501,199,2897,8,55,0,48,171,115,79,0,150,0,0,53758,13446,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000133.spe,143.81,6.7,1,0.018659,-0.003656,0.010017,0.091706,44980.27344,1.2,15,16,246,0,28,0,213,24,243,2647,178,33,40871,469,387,0,215,0,185,545,215,3091,0,0,0,77,111,72,82,0,0,0,22,56831,13476,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000134.spe,144.81,6.67,1,0.018659,-0.003656,0.010017,0.091706,45484.93359,1.17,0,14,313,0,0,0,235,52,344,3009,212,0,47035,551,311,0,202,0,280,468,118,2638,0,45,53,80,82,66,101,0,224,29,88,56047,13533,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000135.spe,145.81,6.69,1,0.018659,-0.003656,0.010017,0.091706,45196.47656,1.01,0,46,248,7,0,0,260,42,277,2881,136,12,45998,494,284,88,92,0,259,602,199,3011,0,16,10,50,132,98,76,0,147,0,122,56088,13457,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000136.spe,146.81,6.69,1,0.018659,-0.003656,0.010017,0.091706,45181.45703,1.17,37,38,205,34,18,0,221,24,344,2976,193,61,47139,514,430,0,141,0,271,695,307,2798,0,12,31,77,121,77,114,0,138,31,20,55847,13150,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000137.spe,147.81,6.68,1,0.018659,-0.003656,0.010017,0.091706,44393.86719,1.18,26,49,239,21,8,0,205,47,316,3177,155,52,46724,503,427,0,0,0,383,533,117,3065,0,22,0,75,177,95,43,0,0,0,42,53953,13111,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000138.spe,148.81,6.71,1,0.018659,-0.003656,0.010017,0.091706,43867.38281,1.12,8,37,189,16,0,0,254,0,274,2651,169,0,42543,517,518,0,43,0,317,544,242,2583,0,8,0,52,155,103,58,0,165,41,118,54669,13357,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000139.spe,149.81,6.71,1,0.018659,-0.003656,0.010017,0.091706,44282.51172,1.22,0,0,166,0,13,0,281,9,278,2763,171,0,44556,451,254,0,173,0,256,594,247,2285,0,10,0,57,113,103,90,36,135,10,0,55603,12959,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000140.spe,150.81,6.7,1,0.018659,-0.003656,0.010017,0.091706,44488.31641,1.15,0,47,233,20,4,13,246,25,286,2920,148,59,44312,555,271,0,206,0,331,532,116,2930,0,16,0,50,175,134,60,88,226,23,156,55401,13558,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000141.spe,151.81,6.7,1,0.018659,-0.003656,0.010017,0.091706,43951.19141,1.04,32,21,180,14,9,0,248,15,285,2572,197,49,41352,453,470,0,86,0,507,543,71,3404,0,0,0,54,149,104,76,30,147,0,0,55617,13448,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000142.spe,152.81,6.72,1,0.018659,-0.003656,0.010017,0.091706,43879.89453,1.25,11,36,113,28,0,0,232,23,265,2680,183,22,41740,573,426,0,263,0,460,713,128,3335,0,5,0,68,132,110,84,0,20,97,112,53735,13174,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000143.spe,153.81,6.7,1,0.018659,-0.003656,0.010017,0.091706,43617.58203,1.11,0,6,133,18,16,0,299,31,257,2699,262,14,42676,581,497,0,8,0,340,444,186,2435,0,36,14,52,140,102,78,0,324,160,129,54832,12943,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000144.spe,154.81,6.77,1,0.018659,-0.003656,0.010017,0.091706,41534.12891,1.11,0,24,120,23,0,15,387,11,204,2115,179,29,36952,571,442,5,40,0,93,477,177,2414,0,18,0,47,102,100,72,71,0,53,140,53824,12612,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000145.spe,155.81,6.77,1,0.018659,-0.003656,0.010017,0.091706,43638.09766,1.09,11,5,143,12,0,0,272,25,241,2503,122,0,42158,507,305,0,102,0,209,529,125,2379,0,13,0,61,143,139,81,0,343,0,95,53433,13053,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000146.spe,156.81,6.73,1,0.018659,-0.003656,0.010017,0.091706,44780.375,1.12,0,21,166,22,0,0,297,14,274,2856,158,70,50378,388,107,23,59,0,351,621,347,2738,0,24,0,101,177,101,57,0,297,65,122,54656,13036,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000147.spe,157.81,6.73,1,0.018659,-0.003656,0.010017,0.091706,43040.01953,1.09,0,34,189,18,0,11,289,39,291,2849,175,0,46434,385,242,0,224,0,197,434,318,2776,0,7,0,64,143,110,43,0,155,0,43,52425,12886,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000148.spe,158.81,6.72,1,0.018659,-0.003656,0.010017,0.091706,43413.5625,1.04,0,11,248,36,0,0,256,35,268,2828,235,62,44168,525,372,0,154,0,387,553,121,2622,0,32,0,71,151,120,68,0,109,0,77,52850,13255,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000149.spe,159.81,6.71,1,0.018659,-0.003656,0.010017,0.091706,43250.22266,1.17,0,10,221,29,12,0,305,18,264,2559,187,0,36801,605,389,0,143,0,246,449,236,2994,0,9,0,57,173,118,46,0,0,13,122,55728,13460,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000150.spe,160.81,6.73,1,0.018659,-0.003656,0.010017,0.091706,43427.17969,1.03,24,36,215,43,25,0,294,27,267,2397,168,0,37461,624,396,0,331,0,476,486,339,3548,0,30,72,40,79,137,100,20,0,32,0,54938,13172,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000151.spe,161.81,6.71,1,0.018659,-0.003656,0.010017,0.091706,43458.41406,1.23,15,59,204,25,22,17,283,38,258,2480,156,22,37484,558,188,0,175,0,358,431,119,3295,0,15,34,41,96,118,96,9,288,36,8,54904,12915,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000152.spe,162.81,6.74,1,0.018659,-0.003656,0.010017,0.091706,43581.69922,1.07,9,35,272,8,0,15,228,20,303,2427,189,25,38073,477,404,0,203,0,245,475,292,3123,0,21,70,36,67,92,106,0,26,0,8,55749,13367,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000153.spe,163.81,6.71,1,0.018659,-0.003656,0.010017,0.091706,42755.15625,1.13,0,25,276,18,8,0,272,30,279,2445,280,6,35781,528,328,0,0,0,338,442,246,2769,21,40,48,60,87,66,80,0,150,9,97,54556,13904,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000154.spe,164.81,6.7,1,0.018659,-0.003656,0.010017,0.091706,43938.01953,1.11,9,28,317,14,14,0,231,24,255,2619,207,54,40236,455,405,0,181,0,265,617,221,2725,0,42,14,43,132,116,69,0,86,12,123,55930,13648,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000155.spe,165.81,6.7,1,0.018659,-0.003656,0.010017,0.091706,44231.97656,1.1,15,15,242,13,14,14,260,70,293,3074,162,17,41372,476,255,0,182,0,227,497,336,3426,0,11,0,98,223,106,42,0,307,0,45,54428,13241,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000156.spe,166.81,6.71,1,0.018659,-0.003656,0.010017,0.091706,43052.91016,1.11,0,0,270,0,0,0,282,34,327,2721,166,5,39597,706,455,0,60,0,204,722,325,3343,0,9,11,60,97,112,77,0,124,0,71,53500,13100,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000157.spe,167.81,6.7,1,0.018659,-0.003656,0.010017,0.091706,43234.96875,1.02,7,0,289,32,0,0,292,10,275,2436,145,0,36670,612,351,0,201,0,132,505,201,2902,0,23,20,65,93,73,78,0,215,0,0,55359,13424,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000158.spe,168.81,6.69,1,0.018659,-0.003656,0.010017,0.091706,43673.03125,1.06,0,12,311,25,0,0,229,25,292,2813,205,0,39622,554,302,0,205,23,455,684,153,3886,0,27,25,92,113,76,99,0,267,0,41,53884,13056,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000159.spe,169.81,6.69,1,0.018659,-0.003656,0.010017,0.091706,43107.80469,1.12,0,74,262,32,0,0,247,10,285,2769,137,28,37792,512,235,0,87,0,280,284,142,3281,0,22,0,67,190,73,16,28,214,5,27,54357,13120,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000160.spe,170.81,6.68,1,0.018659,-0.003656,0.010017,0.091706,43064.55859,1.07,0,0,250,6,9,0,229,42,329,2895,178,0,40971,578,403,0,219,0,412,443,224,3020,0,14,0,65,119,55,55,0,102,0,79,53064,12823,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000161.spe,171.81,6.67,1,0.018659,-0.003656,0.010017,0.091706,42838.94531,1.07,13,25,216,18,11,28,247,30,244,2621,174,40,37484,439,354,0,100,0,366,515,170,3406,0,18,0,39,120,127,81,0,89,0,0,53674,13536,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000162.spe,172.81,6.69,1,0.018659,-0.003656,0.010017,0.091706,43791.32422,1.04,0,5,280,0,0,0,266,30,353,3108,162,0,45021,538,381,0,90,0,406,531,239,3065,0,10,0,27,125,170,77,0,27,119,0,53327,13214,Mo,3
Z:\Data\2017\2017rc0101 M. Bird\U125_XRF\XRF data\L000163.spe,173.81,6.71,1,0.018659,-0.003656,0.010017,0.091706,42115.6875,1.09,17,24,280,45,0,7,300,45,342,2959,151,0,41161,580,409,0,0,0,488,398,195,2901,0,28,0,64,139,84,36,0,0,50,74,51248,12588,Mo,3
