"","Identifier","lc.result","med.result","uc.result","CT","dT","CR","dR","HyPy treatment","Sample.weight","Catalyst","% Catalyst","Pre.Sample.Weight","Pre HyPy Insert Weight (g)","Post HyPy Insert Weight (g)","Post.Sample.Weight","av_d13C","av_C","av_Cpost","av_d13Cpost","PreHypy.X.C","C.pre.mg","C.post.mg","Ratio.BCTOC","BlackCarbon.Perc","Corrected","Dry_bulk_density2","Water","Depth","max","min","median","mean","yearbetsamples","sedrate","sedrate.mm","MAR","sed.rate.inv","PyCxMAR"
"58",156,-24.1862832738233,-24.0795449633785,-23.9753421839263,0.35,-24.59,0.1,-24.09,"550-8/min",0.2609,0.0153,5.86431582981985,0.145966,0.824469,0.812397,0.133894,-24.59,0.35,0.1,-24.09,0.330611875452571,0.482580930123099,0.133894,27.7453980549637,0.0971088931923729,0.0938047972474244,1.05527246992215,31.7674748516894,131,26481,28650,27731,27687,131,0.00763358778625954,0.0763358778625954,8.05551503757367,131,0.0755645954823177
"59",157,-24.0455075842119,-23.9300343527616,-23.8096339496617,0.6,-25.77,0.1,-23.99,"550-8/min",0.1987,0.0132,6.64318067438349,0.16999,0.855533,0.839534,0.153991,-25.77,0.6,0.1,-23.99,0.562623879188296,0.956404332232185,0.153991,16.1010353895611,0.0966062123373668,0.0923119728797714,0.7552016985138,30.9152514696277,132,26683,28694,27868,27818,130,0.00769230769230769,0.0769230769230769,5.80924383472154,130,0.0536262759322794
"60",158,-24.0923977053712,-23.9684437590861,-23.8223205823816,0.75,-26.38,0.1,-24.06,"550-8/min",0.2547,0.0272,10.6792304672163,0.186412,0.886121,0.86884,0.169131,-26.38,0.75,0.1,-24.06,0.677633912735012,1.26319092940759,0.169131,13.3891873399787,0.10041890504984,0.0954499069116078,0.99,31.6780616528727,133,26841,28750,28003,27948,130,0.00769230769230769,0.0769230769230769,7.61538461538462,130,0.0726887752634551
"61",159,-24.1584131909246,-23.9904477010376,-23.8491995482554,0.5,-18.54,0.1,-23.85,"550-8/min",0.2517,0.0126,5.00595947556615,0.149244,0.816252,0.804965,0.137957,-18.54,0.5,0.1,-23.85,0.476163450624291,0.710645380249716,0.137957,19.412917305045,0.097064586525225,0.0931613593384559,0.99,32.3147092360319,134,26945,28823,28140,28078,130,0.00769230769230769,0.0769230769230769,7.61538461538462,130,0.0709459582654395
"62",160,-24.5200039905009,-24.4167659336251,-24.3158794339236,0.585,-25.22,0.2,-24.43,"550-8/min",0.2793,0.015,5.37056928034372,0.189885,0.867681,0.851169,0.173373,-25.22,0.585,0.2,-24.43,0.555183486238532,1.05421016284404,0.346746,32.8915440413278,0.192415532641768,0.186302679060556,0.99,32.1644750573993,135,27062,28950,28278,28208,140,0.00714285714285714,0.0714285714285714,7.07142857142857,140,0.131742608764251
"63",161,-23.7281950888104,-23.6157984775297,-23.4985134735968,0.5,-25.245,0.1,-23.66,"550-8/min",0.259,0.0144,5.55984555984556,0.167326,0.849498,0.831478,0.149306,-25.245,0.5,0.1,-23.66,0.473664959765911,0.792564630577908,0.149306,18.8383374982469,0.0941916874912345,0.0903447916580731,0.99,30.0584275371523,136,27439,28986,28387,28348,140,0.00714285714285714,0.0714285714285714,7.07142857142857,140,0.063886674101066
"64",162,-24.3806766207181,-24.2781809995743,-24.1745316670709,0.595,-24.885,0.2,-24.29,"550-8/min",0.2509,0.0136,5.42048624950179,0.153965,0.832371,0.817171,0.138765,-24.885,0.595,0.2,-24.29,0.564406427221172,0.868988355671077,0.27753,31.9371368084302,0.19002596401016,0.183919964715843,0.99,31.3211520947177,137,27785,29035,28504,28488,140,0.00714285714285714,0.0714285714285714,7.07142857142857,140,0.130057689334775
"65",175,-24.4671446517365,-24.3520765568448,-24.2318450802742,0.65,-25.74,0.1,-24.4,"550-8/min",0.2723,0.0142,5.21483657730444,0.148084,0.829057,0.816035,0.135062,-25.74,0.65,0.1,-24.4,0.617783595113438,0.914838658987783,0.135062,14.7634775458044,0.0959626040477289,0.0914809843605185,0.99,26.4651986209895,150,29625,31266,30534,30521,82,0.0121951219512195,0.121951219512195,12.0731707317073,82,0.110446554288919
"66",187,-24.0045129092983,-23.9050499314699,-23.8010617220147,0.5,-24.78,0.35,-23.91,"550-8/min",0.2493,0.0218,8.74448455675893,0.16792,0.877804,0.86363,0.153746,-24.78,0.5,0.35,-23.91,0.459793434157138,0.772085134636666,0.538111,69.695811492761,0.348479057463805,0.339646134768436,0.909943382873319,28.0199333398052,162,31002,31996,31454,31457,78,0.0128205128205128,0.128205128205128,11.6659408060682,78,0.396229170321844
"67",197,-23.9318424354174,-23.8235782149916,-23.7133127912159,0.5,-25.21,0.1,-23.86,"550-8/min",0.2598,0.0149,5.73518090839107,0.15199,0.836866,0.822378,0.137502,-25.21,0.5,0.1,-23.86,0.472879504914452,0.718729559519476,0.137502,19.1312571159492,0.095656285579746,0.0917806721370059,0.99,24.3979899497487,172,31882,35241,32853,33030,344,0.00290697674418605,0.0290697674418605,2.87790697674419,344,0.026413623667336
